,overview,id,genre,vector
10,"The Mayo Clinic: Faith - Hope - Science tells the story of a unique medical institution that has been called a ""Medical Mecca,"" the ""Supreme Court of Medicine,"" and the ""place for hope where there is no hope."" The Mayo Clinic began in 1883 as an unlikely partnership between the Sisters of Saint Francis and a country doctor named William Worrall Mayo after a devastating tornado in rural Minnesota. Since then, it has grown into an organization that treats more than a million patients a year from all 50 states and 150 countries. Dr. Mayo had a simple philosophy he imparted to his sons Will and Charlie: ""the needs of the patient come first."" They wouldn't treat diseases...they would treat people. In a world where healthcare delivery is typically fragmented among individual specialties, the Mayo Clinic practices a multi-specialty, team-based approach that has, from its beginnings, created a culture that thrives on collaboration.",550600,Documentary,"[-2.6812165e-03  1.8746154e-03 -1.3100897e-03 -3.0934724e-03
  2.9978936e-03  3.6567843e-03  1.1846322e-03 -4.0659537e-03
 -2.1443439e-03  3.2245598e-03  2.0185008e-03  2.4728496e-03
 -4.4223056e-03 -4.5235190e-03 -4.4773314e-03  4.1771373e-03
 -4.1901902e-03 -8.9116662e-04 -2.1453321e-03  2.4526259e-03
  3.3096340e-03  1.6232015e-03  3.0989372e-04  3.0820679e-03
 -1.1606351e-03  1.2439672e-03  1.1916872e-05  2.7714443e-04
  5.7387439e-04  1.9736981e-03  1.1026760e-03 -4.1327574e-03
 -2.9159035e-03 -3.9362316e-03 -4.9136011e-03 -3.3009194e-03
 -3.9117495e-03 -1.5407687e-03  2.5203204e-04 -2.2499114e-03
 -3.5939037e-03 -2.9454725e-03  2.2328127e-06 -7.7481812e-04
  2.7658350e-03 -2.1962442e-03 -3.8921423e-03  2.9658044e-03
 -3.0786295e-03  4.7800052e-03 -3.3716594e-03 -1.2895968e-03
 -3.1720321e-03  3.9068973e-03  2.7441776e-03  1.9295712e-04
  5.7820900e-04 -3.4808803e-03 -1.9755401e-03  3.9736163e-03
 -2.3728141e-03  9.7920175e-04 -3.6893464e-03 -1.9430155e-03
 -4.9485371e-04  4.7734240e-03  1.4297653e-04 -3.1638897e-03
  5.6309748e-04 -1.6015290e-03 -5.9183885e-04 -3.6897643e-03
  8.7743881e-04  2.6073944e-04  6.2825769e-04 -2.0132195e-03
 -3.0517755e-03  4.6076328e-03  2.2985137e-03 -4.1686017e-03
  2.5523792e-03 -2.8356137e-03 -4.4954200e-03  2.0434521e-03
 -1.8082038e-03 -3.3395910e-03  4.3180003e-03 -4.9896501e-03
 -4.0771104e-03  2.2276299e-04  2.6115123e-03  3.1616171e-03
 -2.1226646e-03  4.4157142e-03 -1.6779634e-03 -4.5378697e-03
  2.6780976e-05 -4.8862780e-03  4.8772427e-03  4.4794870e-03]"
11,"The earliest surviving celluloid film, and believed second moving picture ever created, was shot by Louis Aimé Augustin Le Prince using the LPCCP Type-1 MkII single-lens camera. It was taken in the garden of Oakwood Grange, the Whitley family house in Roundhay, Leeds, West Riding of Yorkshire (UK), possibly on 14 October 1888.  It shows Adolphe Le Prince (Le Prince's son), Mrs. Sarah Whitley (Le Prince's mother-in-law), Joseph Whitley and Miss Harriet Hartley walking around in circles, laughing to themselves and keeping within the area framed by the camera. The Roundhay Garden Scene was recorded at 12 frames per second and runs for 2.11 seconds.",16463,Documentary,"[ 0.7788911  -0.24860242  0.8762628   1.413397    0.4432474   0.30545896
  1.524351   -0.60597855  1.7131515   1.0385433   0.7376537   0.62377495
 -0.52172744 -1.1094925   0.17065056 -1.4894942  -0.0400745  -0.87032336
 -0.1038452   0.0175097  -2.716907    1.1602983   1.3083652  -2.6968474
  1.2894396   0.2739706   0.6134844  -1.7510775   0.13075785  0.4822218
  0.46154886  0.3908084   1.13791    -0.32531986  0.5324541  -0.13268374
  0.24526335  0.56219697  1.5865852  -0.1408052   1.2297335   0.1823924
  1.7864088   0.69894713 -0.27935624  0.8188842  -2.4737422  -0.6735325
 -0.77720326 -1.758629   -0.15143272  1.4902121  -1.1571124  -0.44167644
  0.21443285  0.16851503 -0.22273141  2.0175066  -1.3878897   0.21233107
  1.9978541   0.26907673  0.8488134  -1.5668446   1.1986306   1.1671375
 -0.18134776  0.02488269 -1.8328319  -0.40269846  1.6766081   0.90520096
  0.9000625   0.06847266 -0.3821376  -0.6599576   0.20757939  0.9273018
 -0.560321   -0.7030086  -0.43905315  1.1885518   0.5961507  -0.30429012
  0.85580325  0.03944366 -0.14520551 -0.11483529  0.07636563 -1.480378
 -0.6175286   2.226013   -0.6777932  -1.744232   -0.61440086  0.38371798
  1.9745684   0.08160195  0.97122425 -0.44969153]"
12,"This 1970 concert documentary captures Elvis Presley midway through a fateful transition, seeking to reclaim his musical primacy after a decade of self-imposed exile from concert stages. Sidelined by his big-screen career, eclipsed by rock's mid-'60s transformations, the King had begun his return two years earlier with the relatively lean attack of his fabled network television appearance, '68 Comeback Special. Now the Memphis legend was poised to reposition his performing profile by pursuing the top rungs of headliner status in Las Vegas, a career choice that seems even more ephemeral in hindsight than it already did at the time.  Elvis: That's the Way It Is follows the show's genesis from rehearsal to stage, with the performance footage that provides its inevitable climax shot over six nights. The rehearsal footage, expanded for this special edition, offers further proof that Presley's band was simply superb...",31151,Documentary,"[ 8.21730971e-01 -3.10705721e-01 -6.26626909e-01 -1.21507280e-01
  6.16363347e-01  2.25629330e+00  8.31032157e-01 -1.29549134e+00
  4.33686495e-01 -5.33009589e-01  1.48948181e+00  5.78023732e-01
 -9.52927411e-01  8.98075872e-04 -1.07142344e-01 -2.86870170e+00
 -1.00689673e+00  8.39670658e-01 -1.15179814e-01 -4.11315262e-01
 -7.47662008e-01  4.91669364e-02  1.45897150e+00 -1.76439619e+00
  1.97327304e+00  4.20497745e-01  2.83030123e-01  8.79109874e-02
 -2.24676132e+00  1.37163711e+00 -2.09060594e-01  2.60259032e-01
  1.18412173e+00 -2.14823410e-01 -1.50461769e+00 -6.49598420e-01
 -1.02014172e+00  6.75984621e-01  9.57325026e-02  7.66810298e-01
 -1.09731996e+00 -9.77364421e-01 -8.20698202e-01  3.25362593e-01
 -1.18471920e+00  5.14234900e-01  2.10574538e-01 -5.60778975e-01
  4.55275625e-02 -4.41376209e-01  2.76087117e+00  9.78581727e-01
  3.64288568e-01 -1.70201445e+00  8.09898138e-01 -1.51561642e+00
 -9.36244547e-01  2.32535625e+00 -1.48835897e-01  7.16910809e-02
 -2.38833100e-01 -3.06930065e-01  1.77642250e+00  9.00493383e-01
  6.58804655e-01  1.09014571e+00 -8.42053145e-02  1.50794399e+00
 -1.72483408e+00 -1.97035885e+00 -1.42470276e+00  1.82452416e+00
 -1.75276589e+00  1.28047812e+00  6.59811437e-01  5.51473677e-01
  1.26824999e+00  6.50298595e-01 -1.88987970e+00  1.05053651e+00
  1.03359632e-01  1.18168855e+00 -8.10892582e-01 -3.27294350e-01
  5.31049848e-01  3.28962892e-01 -2.09936428e+00 -1.08460343e+00
 -5.84014952e-01  1.39678285e-01 -1.14549446e+00  9.45745260e-02
  2.88132340e-01 -6.72660947e-01  6.23784721e-01 -5.22077978e-01
  6.28299952e-01 -1.76661268e-01  3.52348328e-01  5.48240602e-01]"
13,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",12486,Documentary,"[ 0.946535    0.17560531  0.32354492  0.889131   -0.14527194  1.5287857
  1.5436969   0.03610354  1.4667315   0.97524935  0.20082298 -0.2885523
 -0.6131924   0.5120743   0.76813364 -0.6989237  -2.2374444  -0.36910826
 -0.47823355 -0.9200947   0.26488274 -0.76904875 -1.4203054  -0.8681926
  0.7884882   0.7204403  -0.03870935 -1.8588767   0.44558895  1.3546315
 -0.75467896  1.0061998  -0.2236586  -1.7523713  -0.87247604  0.40024167
 -0.04578948  2.6507816  -0.82491547  1.2518783   0.12867337 -1.1103417
  0.4704451  -0.6426997  -0.4945023  -1.9386817   0.1339124  -0.92025393
  0.5980366  -0.28498763 -1.2586399   1.6525263  -0.76992303 -0.5353455
  1.3164994   0.00739115 -0.07496761  1.2218636  -0.08235494  0.27585208
 -0.55862397  0.50108445  0.26259473  0.39517054 -0.18375054 -1.6626252
 -2.1532834   0.2912026  -0.11844508 -0.30253708  3.010987   -0.00346791
  0.53518593  0.13313282 -0.09951285  0.56487757  0.51749855  2.2265322
 -1.5309317  -0.01011375 -2.767651    0.09247758 -1.1495641  -0.37376118
 -0.6083395   1.2964565  -1.206237   -0.04275011 -0.40891898 -1.1571763
 -0.07802349  0.9878497  -1.8095039  -0.9745292   1.8182732   0.80187386
  1.1469456   0.73178786 -0.34371486 -0.24578258]"
14,"SOMETHING FROM NOTHING: THE ART OF RAP is a feature length performance documentary about the runaway juggernaut that is Rap music. At the wheel of this unstoppable beast is the film's director and interviewer Ice-T. Taking us on a deeply personal journey Ice-T uncovers how this music of the street has grown to dominate the world. Along the way Ice-T meets a whole spectrum of Hip-Hop talent, from founders, to new faces, to the global superstars like Eminem, Dr Dre, Snoop Dogg and Kanye West. He exposes the roots and history of Rap and then, through meeting many of its most famous protagonists, studies the living mechanism of the music to reveal 'The Art Of Rap'. This extraordinary film features unique performances from the entire cast, without resorting to archive material, to build a fresh and surprising take on the phenomenon that is Rap.",84342,Documentary,"[ 0.87052035  0.07575834 -0.26445878  0.7863021   0.6887024   0.719095
 -0.9929013  -0.01419902  1.1183491   0.9401908  -0.33357283  0.20244078
 -0.3126713   0.59908223  1.226942   -1.9996624  -0.9247321   0.29659852
  0.19786912 -0.6561512  -1.1801041  -1.5055554   0.23992409 -1.5716606
  1.416759   -0.9922949  -0.66729826  0.85832906  0.81030726  0.6286559
  0.30963528 -1.0321907  -0.3447449   1.919839   -0.5706002   1.3657209
  0.715461   -0.6108126   0.42347836 -0.02943273  0.3032559   1.5594555
  0.7747334   1.0127178  -0.7187326  -1.8667355   0.84510446 -1.4262751
 -0.32091957  0.07629826 -0.14006346  0.10288714 -0.30456853 -1.2109469
 -0.87161463 -1.3127443  -0.45216864  2.4720702   0.41485983 -0.9011512
  1.1952466  -0.96427447  1.7926399  -0.44938004  0.3831751  -0.8684395
 -1.1867971  -0.86397433 -1.3335947  -0.9408958   0.91092116  1.823642
 -0.16251038 -0.47231793 -0.8730504  -1.9729204  -0.6508727  -0.03829187
 -1.8173002   1.0974991  -0.43553814  1.3748872  -1.4649768  -2.076049
 -1.6985745   1.1297439   0.41593358 -0.76539683 -0.4240204   0.11703792
 -2.0271122   3.5512397  -0.38687462 -1.7362515   0.85325474  0.72046715
  2.2733946   1.4029838  -0.05605283 -1.1856534 ]"
15,"In 2019 the fittest athletes on earth took on the unknown and unknowable during four intense days of competition at the CrossFit Games. ""The Fittest "" captures all the drama as chiseled athletes descend on Madison, Wisconsin, to face a series of trials. On top of the physical challenges, this year the sport grew from 40 men and women, to over 100 of each. But with this new format came cuts of the field, so for the final half of the weekend, only 10 men and 10 women move on to determine who is the fittest. The best among them enter the pantheon of CrossFit giants and earn the right to call themselves the ""Fittest on Earth.""",675233,Documentary,"[ 1.1344819   0.43212605  0.10931694  0.9232046   1.1139992   0.6849474
  0.35657826  0.02558197  0.6706071   0.11193044  1.1256536  -0.01905685
  0.6489349  -0.46551213  0.38662103  1.2907808  -0.32432112 -0.06113112
  1.7287319  -0.6446763  -2.3690784   0.57823676 -0.13610993 -1.1743293
  0.19184062  1.4362812   1.1571267  -0.2219996   1.2349925  -0.2609496
 -0.20000674  0.25840995  0.37475765 -0.0439497  -0.7546233  -0.83719033
 -0.96565634  0.99781567  0.11683724 -0.04977226 -1.6774875  -1.3922396
 -0.38383466 -0.34591824  0.43089026 -0.45527115 -0.27626845 -2.0212176
  0.13803826 -0.3264067   0.37247732 -0.45634136  0.48331437  0.35570863
 -1.207983   -0.39193594 -0.6977853   1.9759374   0.3534258  -1.2641945
  1.0736691  -0.04182801  1.5185784   0.9719461   0.7439805   0.6547403
 -2.1479788  -0.97289133  0.23612496 -1.3431154   1.2415937   0.11417086
  0.13037013  0.8797102   2.0650606  -0.27129346 -0.02126573 -0.04755495
 -0.8035622  -0.37863487  0.20530918  0.17225407 -0.98563725 -1.3050169
  0.6857622  -0.54956645 -1.7253723  -1.4257278   0.21513115  0.6558546
 -0.6793831   0.9267149  -0.14237165 -0.20154123 -1.7481165   0.26638857
 -0.04744897 -0.215345   -0.08673153 -0.09680547]"
16,"“Showrunners” is the first ever feature length documentary film to explore the fascinating world of US television showrunners and the creative forces aligned around them. These are the people responsible for creating, writing and overseeing every element of production on one of the United State’s biggest exports – television drama and comedy series.  Often described as the most complex job in the entertainment business, a showrunner is the chief writer / producer on a TV series and, in most instances, the show’s creator. Battling daily between art and commerce, showrunners manage every aspect of a TV show’s development and production: creative, financial and logistical.",147778,Documentary,"[ 1.4817141  -0.4209656   1.2582395   0.5057475  -0.28845423  0.7589787
 -1.1936209   0.68992573  0.7709603  -0.13972792  0.99646693  1.0425879
 -0.47962314 -1.6981413   0.2942669  -1.0384284  -1.2400348  -0.50078386
  0.83873945 -0.9816346  -1.6713887  -0.9349982   1.3280623  -2.1377566
  1.8717881   0.27031755 -0.9153694   0.41954434  1.9108422  -0.0674015
  0.29913652  0.22850844  0.92146784 -0.3846455  -0.95771825 -0.18338414
 -1.1748799   0.41621682  0.8293043  -1.0120578  -0.15044156 -0.7079998
 -1.3621231   1.001882    1.6329651  -0.5963651  -0.28712004 -1.2454925
 -2.3876326  -1.3453401   1.1398673   0.25299144 -1.189068   -1.1650953
 -0.93869245  0.03863118 -0.589575    1.9871918  -0.33665144  0.48043576
  0.40235    -1.7048413   0.85198647 -0.16109835  2.4351683   0.31897816
 -0.62235785 -0.70002973 -1.463005   -0.5996497   0.786004   -0.37002257
 -0.2445104   0.18660595  1.5314677  -0.5826306   0.88308114  0.32923165
 -1.2881104   1.2259411   0.42898172  0.8655459  -0.9533495  -1.5795212
  0.01797391  0.51387507 -1.0470892  -1.1933079  -0.04605834  1.5095077
 -0.49283087  1.4778531   0.11585566 -1.2727406   0.0734254   0.75479263
  1.169632   -0.13669497 -0.9949735   0.02846691]"
17,"Brian Jones, Jimi Hendrix, Janis Joplin and Jim Morrison all died at the age of 27 between 1969 and 1971. At the time, the coincidence gave rise to some comment, but it was not until the death of Kurt Cobain, about two and a half decades later, that the idea of a ""27 Club"" began to catch on in public perception, reignited with the death of Amy Winehouse in 2011. Through interviews with people who knew them, such as music stars, critics, medical experts and unseen footage, the lives, music, and artistry of those who died at 27 are investigated with a bid to find answers.",521669,Documentary,"[ 1.27914703e+00  5.40181026e-02 -2.08395317e-01 -6.56856775e-01
  9.30811882e-01  8.59671891e-01 -2.03920439e-01  4.52434450e-01
  7.77574599e-01 -6.74520016e-01  6.67714655e-01 -4.41624522e-01
 -1.16216111e+00 -7.04587638e-01  7.12212741e-01 -2.80636996e-01
 -1.21440804e+00 -5.00627398e-01 -1.26997209e+00 -8.86602849e-02
 -7.56315649e-01 -9.80908573e-01  1.16371401e-01 -8.33420008e-02
  2.32771301e+00  5.50345242e-01 -1.20748043e+00 -2.86975920e-01
 -1.43808529e-01  9.70928073e-02 -9.01950777e-01  1.16444215e-01
  6.82377636e-01  2.37679467e-01 -9.13886249e-01 -1.34396970e+00
  2.21976861e-01  4.13480133e-01  2.38161102e-01 -2.02786967e-01
 -1.08253455e+00  3.40087652e-01 -1.01170015e+00 -2.84792751e-01
 -9.61465240e-01  9.86984149e-02  2.83189774e-01  5.11834264e-01
 -1.16226757e+00 -4.67788100e-01  1.14455044e+00  4.44755465e-01
 -4.12117958e-01 -9.64706838e-01  9.62628603e-01  6.58903420e-01
 -1.10821855e+00  8.85385454e-01  7.42581904e-01 -4.76991624e-01
  7.51330018e-01  9.94061381e-02  3.74335684e-02  8.61384451e-01
  1.57285571e+00  1.36305356e+00 -2.89606333e-01  8.26769948e-01
 -4.95571852e-01  1.04744378e-02  1.50954938e+00  9.09748614e-01
  1.12885892e+00 -7.79980063e-01  1.38205066e-01 -7.49516726e-01
  1.29215384e+00  1.73107803e+00 -1.12079179e+00  6.28555596e-01
 -1.14304811e-01  5.97081721e-01 -3.47642750e-01 -4.73175973e-01
 -4.76830453e-01 -4.61411744e-01 -1.49784195e+00  9.14121687e-01
  6.70285523e-01 -4.99589294e-01 -1.97572088e+00  1.74292117e-01
  7.02520192e-01  5.07568941e-02  2.39539742e-02 -1.86448102e-03
  1.46919644e+00 -3.91029418e-01 -1.26884305e+00  9.87228453e-01]"
18,"Grab a backstage pass to the Jonas Brothers' motion picture debut! Kevin, Joe and Nick are ""Burning Up"" the stage and inviting you inside their personal world for the adventure of a lifetime. This colossal movie event launches the world's hottest band straight into your living room – and includes guest appearances by chart-topping artists Demi Lovato and Taylor Swift! Secure your VIP pass to a once-in-a-lifetime experience with the Jonas Brothers. Get ready to hang out with this multitalented trio, and take an intimate look at what their lives are like offstage and behind the scenes. It's the music-filled movie event perfect for the whole family!",40534,Documentary,"[ 0.30118033 -0.43526182 -0.06125391  0.4847995   0.01881842  0.5149277
  1.3605814  -0.03697154  0.08997972  0.5787221  -0.19514546  0.70232767
 -2.073322   -1.2352971  -1.2989385  -2.4294772  -0.7878086  -0.7990645
  0.07625126 -0.78014886 -0.42506778 -0.21047021 -1.437792    0.13960516
  1.585004    1.2151145  -0.50411874 -1.2987547  -2.0808077   0.91483974
  0.43989143 -0.4745193   0.64299196 -0.41164258  0.11473999  0.69372845
  0.6022108   1.6669775   0.27798566 -1.0068692  -0.3263583  -0.6137887
 -0.92853785  1.807527    0.16473459 -0.6249219  -0.2745937   0.35238376
 -1.3275795  -1.1429749   0.7132759   0.07148172 -0.36176977 -2.215343
  0.19987462 -1.515285    0.9594252   2.3453672   0.45281225  0.0533074
  1.0839413   0.00495251  0.9445323  -0.6633353   1.3346852  -0.19386305
  0.46240386 -0.26901767  0.91504085 -1.2265068   0.33677658  1.2088581
 -0.39770427  0.669823   -0.240579   -0.3633963  -0.27373028  0.03291734
 -0.8183716   0.49559605  0.47221175  0.5353195   0.04878625 -0.9100955
 -1.4499124   0.5349904  -2.70566    -0.20604596 -0.2790541  -1.2822541
 -1.3078886   1.08453     0.59785223  0.58175987  0.8105257   1.3058916
  2.360616    1.0710846  -1.5329589   0.8909467 ]"
19,"At 89 years old, Stan Lee's name appears on more than one BILLION comics in 75 countries in 25 languages. Arguably the most recognized name in comics, Stan Lee has co-created over 500 legendary pop culture characters including Spider-Man, Fantastic Four, X-Men, Iron Man, Thor and The Hulk. Stan continues to create new material and entertain fans of all ages with fantastic stories and characters in all areas of entertainment.  With Great Power: the Stan Lee Story, explores the vivid life and imagination of Stan Lee, from the early days of his Depression-era upbringing through the Marvel Age of Comics and beyond! The film uncovers original transcripts, illustrations, photographs and stories of Lee's fascinating journey from his early years at Timely Comics and World War Two, the comic book industry's censorship battle of the 1950's led by Dr. Fredric Wertham, the dawn of Marvel Comics and the legendary characters Stan co-created, to his current company POW! Entertainment.",86843,Documentary,"[-1.8316557e-01 -2.9932810e-02  9.0740323e-01  9.9876148e-01
  1.2122635e+00  1.4821026e-01  7.5365365e-01 -1.3464088e+00
  1.5694096e+00  5.5484503e-04  1.9884333e-01  1.8356767e+00
 -1.3037764e+00 -1.1869445e-01  2.0221412e+00 -2.3995392e+00
 -6.5711319e-01  8.3386070e-01  1.0552241e+00  2.9287347e-01
 -3.2968395e+00 -4.9276248e-01 -8.9291511e-03 -1.0963082e-02
  1.4031998e+00  1.2062660e+00 -2.0134531e-01  1.7571841e+00
  5.2236682e-01  3.4052570e+00  1.4486216e+00  4.1492295e-02
 -7.6711923e-01  9.8326254e-01 -1.0678511e+00 -3.1902525e-01
  8.1410199e-02 -1.6893783e+00  2.0570714e+00 -1.4080139e+00
 -1.0834205e+00 -2.1376804e-02 -3.4235919e+00  1.0896474e+00
  1.0750746e+00  4.4743267e-01  1.2088513e+00 -1.2146066e+00
 -8.2984871e-01  4.5322275e-01  6.7580771e-01  2.0602419e+00
 -1.8365074e+00 -1.5432020e+00  2.7231271e+00  7.6484686e-01
 -2.1335208e+00  1.8609792e+00  5.6816006e-01  3.4840161e-01
  1.3218831e+00  8.7133485e-01 -3.8188228e-01  3.5745415e-01
  2.1393042e+00  2.6854810e-01 -6.2607419e-01 -6.5535474e-01
 -7.1220374e-01 -1.4240309e+00  1.3668498e-01  6.7910081e-01
 -8.4580868e-01 -3.9309365e-01  6.8660009e-01 -5.8844650e-01
  2.8188910e+00  7.8692758e-01 -2.6502879e+00  1.7790456e+00
 -1.8571365e+00 -2.8496176e-01 -2.7839601e+00  6.4988905e-01
 -4.0844375e-01 -6.6397393e-01 -1.1196340e+00  2.7313367e-01
  1.7887791e+00  5.1955551e-01 -1.1852785e+00  2.5350031e-01
 -1.6536558e-01  2.2601092e-01  3.1267291e-01  9.7218281e-01
 -7.8580010e-01  1.3071826e+00 -9.1020145e-02 -2.9819599e-01]"
20,"The Michael Jackson: 30th Anniversary Special was a 2001 New York City revue show by Michael Jackson. It took place on September 7, 2001 and September 10, 2001. In late November 2001, the CBS television network aired the concerts as a two-hour special in honour of Michael Jackson's thirtieth year as a solo entertainer (his first solo single, ""Got to Be There"", was recorded in 1971). The show was edited from footage of two separate concerts Michael had orchestrated in New York City's Madison Square Garden on September 7 and September 10 of 2001. The shows sold out in five hours. Ticket prices were pop's most expensive ever; the best seats cost $5,000 and included a dinner with Michael Jackson and a signed poster.",202491,Documentary,"[ 1.2060786  -0.52165043  0.43129095  0.29331616  0.15137748  1.1551507
  0.2645122   0.13420036  0.99313015 -1.363281    0.28531316  0.91651535
 -1.7271093   0.21086815  0.79260254 -0.37226963 -0.8774841   0.30990687
  0.6188595  -0.10572957 -2.333365    0.36700824  0.823836   -1.2837018
  0.602774    0.00794247 -0.1888899  -0.13537976  1.2972672   0.2792156
  0.5614763   1.8332566   1.2111272   0.0996111  -1.4062433  -0.41190362
 -1.3236595   0.71596795  0.5585066   0.25583008  0.42093584 -0.55397296
 -2.0286844   2.0553      0.21191356  0.6620574  -2.2083888  -0.395543
 -1.5505211  -1.2546399   2.3197927   1.6399556  -1.0216707  -2.2389648
  1.2106339  -0.16355254 -0.29246283  2.7255132  -0.98904806  0.12080207
  0.8371487   0.41038474  0.1793449   1.0475957   2.4765851   1.1407079
 -0.14787799  0.16228274 -0.6571954  -1.0247067   2.3594036   1.7574778
  1.471847    1.1128747   0.9463217  -0.52799433  1.9227784   1.0937887
 -0.73822606  0.38747478  1.1317778   0.8683037  -0.66905904 -0.55315995
 -0.68839484  0.5446443  -1.4451975  -0.22354007  0.4017555   0.735684
 -0.6699751   1.1733798   1.1152595  -0.30271724 -0.4838036   0.0727729
  1.2437611  -0.76570916 -0.72978616  1.1588117 ]"
