,overview,id,genre
182,"Sara lived a seemingly normal life before she had a Ouija board experience that unleashed a dark spirit. The spirit wants Sara to relive it's tortured past, and compels her to commit murder towards one of her family members or loved ones. Sara resists these threats and tries to stand against the power but she's forced to either watch her loved ones die one after the other, or obey the spirit and kill only one of them herself, as the spirit had done to her own son, long before. Sara must kill only one, and face the regret and pain of committing murder, or watch everyone around her die.",413100,Horror
647,"Trini is the most famous flamingo dancer in the world and she has an envious life. Everyone loves her dancing, but when a seemingly innocuous domestic accident takes her husband's life, a deep depression falls over Trini forcing her to quit the stage. Damien's behaviour, her 8-year-old son, becomes uncontrollably forcing Trini to call upon doctor after doctor to provide relief. When no answers can be found, there is left only one possible explanation - Damien has been possessed by a dark spirit! Trini begins a desperate quest to repair her shattered family. This search eventually leads to a defrocked priest called Father Lenin whose own severe spiritual crisis may not bode well for what lays ahead. With no where to turn and all other hopes to save her shattered family exhausted, Trini must place her faith in a man whose faith is... questionable!",337719,Animation
896,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",1930,Adventure
637,"In Siberia, Hyōga saves a man that is being attacked. Injured, the man manages only to say something about Asgard. Some days later, Saori, Seiya, Shiryū and Shun are wondering about Hyōga and decide to go to Asgard to investigate. At Valhalla, the Lord of Asgard, Dolbar, says he has not heard of any Hyōga and neither has his right hand, Loki. However, at all times Seiya and the others can feel an evil cosmo emanating from Loki and the other Odin Saints called God Warriors. Shiryū, in particular, notices a familiar cosmo coming from Midgard, a mysterious, masked God Warrior. Dolbar makes it clear that he is trying to take control of both Asgard and the Sanctuary, imprisoning Athena in a strange dimension within the giant statue of Odin. Midgard reveals himself as Hyōga and tries to kill Shiryū to prove himself to Dolbar. Thus, it is the task of the Bronze Saints to defeat Dolbar, Loki and the rest of the God Warriors, to save Athena and Hyōga.",83091,Animation
382,"Ash meets the Mythical Pokémon Volcanion when it crashes down from the sky, creating a cloud of dust—and a mysterious force binds the two of them together! Volcanion despises humans and tries to get away, but it’s forced to drag Ash along as it continues its rescue mission. They arrive in a city of cogs and gears, where a corrupt official has stolen the ultimate invention: the Artificial Pokémon Magearna, created 500 years ago. He plans to use its mysterious power to take control of this mechanical kingdom! Can Ash and Volcanion work together to rescue Magearna? One of the greatest battles in Pokémon history is about to unfold!",382190,Fantasy
639,"A decade after a tragic mistake, family man Chas and occult detective John Constantine set out to cure Chas’s daughter Trish from a mysterious supernatural coma. With the help of the mysterious Nightmare Nurse, the influential Queen of Angels, and brutal Aztec God Mictlantecuhtli, the pair just might have a chance at outsmarting the demon Beroul to save Trish’s soul. In a world of shadows and dark magic, not everything is what it seems, and there’s always a price to pay. The path to redemption is never easy, and if Constantine is to succeed, he must navigate through the dark urban underbelly of Los Angeles, outwit the most cunning spawns of hell, and come face to face with arch-nemesis Nergal – all while battling his own inner demons!",539517,Animation
174,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",190847,Horror
272,"Monsters once lived in hiding—even from each other—because they were afraid they would be in danger if humans knew they existed. But Draculaura, the daughter of Dracula, along with her best ghoulfriends, dreamt of a school where everyone was welcome and accepted for who they are. Determined to make their dream come true, the ghouls travel the world on an epic adventure to recruit new students. But even in this amazing place, there's drama: a villainess zombie is spreading trouble rather than friendship, and every student must live with the fear that their secret will be revealed. Now the ghouls must save their school so that every monster has a place where they belong and their uniqueness is celebrated!",413736,Family
519,"In 1701, Lord Takuminokami Asano has a feud with Lord Kira and he tries to kill Kira in the corridors of the Shogun's palace. The Shogun sentences Lord Asano to commit suppuku and deprives the palace and lands from his clan, but does not punish Lord Kira. Lord Asano's vassals leave the land and his samurais become ronin and want to seek revenge against the dishonor of their Lord. But their leader Kuranosuke Oishi asks the Shogun to restore the Asano clan with his brother Daigaku Asano. One year later, the Shogun refuses his request and Oishi and forty-six ronin revenge their Lord.",45978,History
679,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",49444,Animation
974,"Yagami Light is an ace student with great prospects, who's bored out of his mind. One day he finds the ""Death Note"": a notebook from the realm of the Death Gods, with the power to kill people in any way he desires. With the Death Note in hand, Light decides to create his perfect world, without crime or criminals. However, when criminals start dropping dead one by one, the authorites send the legendary detective L to track down the killer, and a battle of wits, deception and logic ensues...this was aired on Japanese tv shortly after the death note anime was completed, this special basically re-cuts the first 26 episodes of the series into a two hour movie with some new scenes and dialogue added and the story is seen from ryuk's viewpoint.",51482,Drama
251,"It's 2012, and Simon Masrani has an idea for a new attraction that is guaranteed to keep Jurassic World at the forefront of theme park entertainment. It's the greatest thing since the discovery of dinosaurs, but in order for it to succeed, he needs his right-hand, can-do problem solver, Claire Dearing, to get a trio of dinosaurs across the park to the new, super-secret exhibit. Reluctantly teaming up with newcomer Owen Grady, the animal behaviorist she hired sight unseen to deliver the dinosaurs, the duo sets out on a fun-filled adventure across the island. Unfortunately, delivering the dinosaurs to the new attraction is not as easy as they thought.",565989,Family
955,"As Fu and her friends begin their third and final year of high school, the photography club gets two new members; freshman Takumi Shindou and sophomore Suzune Maekawa. Thinking about what to do after graduation, Fu decides she wants to pursue a career combining photography and travelling. Afterwards, Fu's family tell Fu about the time she took a picture of her father and first learned about ""tamayura"" from him. Later, as Chihiro and Tomo pay a visit for the Bamboo Festival, announcing that they plan to study abroad after graduation, Fu is shocked to learn that Riho is planning to leave town. During the festival the next day, as the girls get to see Kanae as part of Sayomi's explorer's club, Fu is approached by Riho, who explains she is going to Tokyo to open a gallery with her friend. Thankful for everything Riho has done for her, Fu promises the carry on her torch in pusuit of a career in photography.",342126,Drama
502,"Palestine, 1917. The British advance has been stopped by the Turkish line running from Gaza to Beersheba. The latest attack on Gaza has failed. The attacking forces included a regiment of Australian mounted infantry, the Light Horse... Lighthorseman Frank is wounded in a skirmish with Bedouin. He is replaced by a young soldier, Dave, who proves to be a crack shot, but reluctant to fire at the enemy. Dave proves himself during a German biplane attack. Recuperating in hospital, he meets a sympathetic nurse, Anne... The regiment is called upon for a bold flanking attack on Beersheba. But how do you convince the Turks the main attack will come at Gaza? And how do you attack across a desert without water?",18389,History
26,"On June 6th, 1944 the largest military invasion and defence the world has ever seen occurred. D-Day tells the epic story of the preparation and execution of the Allied invasion of Normandy. It tells the story of the defence of the Western Front by the forces of the German Empire, and of the complex and deadly secret war fought by the men and women of France and mainland Europe. D-Day brings to life the dramatic and astounding tales of courage and sacrifice, joy and despair, love and betrayal. The planning for the Allied invasion on June 6th 1944 took two years and cost thousands of lives. It involved a deception of breathtaking audacity. Both the preparation leading up to and the actions and events on the day itself relied on the absolute discretion of many and the genius and nerve of a few. D-Day examines the intricate jigsaw from both sides - presenting events through the eyes of the men and women who were there, telling their extraordinary stories.",67050,Documentary
101,"In the 1930s , a Japanese cult called The Temple of Hades was ordered to cooperate with the Japanese military to destroy China. They buy so many  young children from poor family , who will be trained as a lethal killing machine and serve the Empire of Japan. One of them is Vajra , who was forced by his captors to fight for the food , and accidentally causing the death of his brother. Several years later , Vajra grown up and become one of the biggest killer in the Hades sect. Vajra escapes to China and joins Shaolin , where he receives spiritual enlightenment and determined to support China against Japan.",254672,Horror
530,"The Pictorians have arrived from deep in space. They also have dangly glow-balls on their heads, which is kinda cool, but still. The freaky aliens are using use their crazy rainbow-beam-thingy to paint everything on Earth the same color: white! See, now the title of the movie makes more sense, right? Anyway, if the Pictorians are to be stopped, the Allied guys and the Axis boys - plus some new characters, too - must set aside their differences, unite against their common foe, and hopefully get together for a sweaty workout to make sure they're super-ready to save the world!",119441,History
403,"Newlyweds Claire and Ryan have just moved into a new house. Both are hoping Claire’s pregnancy will be the cement needed to hold their already fraying relationship together. Little do they know their marital issues are the least of their problems. For unbeknownst to them, their scruffy, sleazy and lascivious landlord has installed numerous miniature cameras all over their home and has been spying on them from Day One. Then Ryan begins an office affair, and the landlord kits out the secret basement with chains and soundproofing. Something is going to give in this suburban shocker packed with nasty surprises.",347751,Crime
476,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",180894,Crime
342,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",113082,Fantasy
197,"Based on the horror game Ao Oni by noprops.  Five members of the cultural anthropology club at an old western-style school are trying to come up with ideas for their presentation at the school's culture festival, when they find a collection of folk tales gathered by a student in their club 40 years ago. They realize that the mysterious Bellflower Oni that appears in the folk tales may be the basis for the popular free game Ao Oni, and decide to make that their theme. They manage to make contact with the author of the Ao Oni game, but he dies mysteriously soon afterward. The club members become suspicious at the author's death and began to investigate on their own, but encounter a secret they never should have touched: a secret underground prison in the school.  For some reason all the fire doors at the school are locked, and they are trapped in the school. The sound of the strange footsteps they hear soon turn to their screams...A new tragedy of the Ao Oni is about to begin.",432130,Horror
820,"Maltazard, the Evil M, is now 7 feet tall and evolving among the humans, causing terror wherever he goes. His goal is simple: forming an army of giant henchmen and ruling over the universe. Meanwhile, Arthur is still a Minimoy, and thus in a state where he's unable to fend him off. With the help of Selenia and Betameche, he hatches a plan to regain his usual size: all they must do is infiltrate Arthur's house through the pipeworks, catch an electric train from his bedroom to his grandfather's study and find an elixir that will make him grow back to his human size. Sounds simple enough, if it weren't for Darkos, Maltazard's own son, hot on their tails.",42949,Adventure
649,"20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.",41498,Animation
466,"In 1989, six year old Martin Bristoll was kidnapped from his backyard swing in Minersville Pennsylvania. Graham Sutter, a psychotic recluse, kept Martin imprisoned on his derelict pig farm, forcing him to witness and participate in unspeakable horrors. Chosen at random, his victim's screams were drowned out by the rural countryside. For five years, Martin's whereabouts have remained a mystery, until 17 year old Allison Miller comes to live with her Uncle, Jonathan. While exploring her new surroundings, Allison discovers things aren't quite right at the farmhouse down the road. Her curiosity disturbs a hornet's nest of evil and despair that once torn open, can never be closed.",55890,Crime
58,"Iconic writer, director, actor, comedian and musician Woody Allen allowed his life and creative process to be documented on-camera for the first time. With this unprecedented access, Emmy-winning, Oscar-nominated filmmaker Robert B. Weide followed the notoriously private film legend over a year and a half to create the ultimate film biography. ""Woody Allen: A Documentary"" chronicles Allen's career - from teen writer to Sid Caesar's TV scribe, from stand-up comedian to award-winning writer-director averaging one film-per-year for more than 40 years. Exploring Allen's writing habits, casting, directing, and relationship with his actors first-hand, new interviews with A-listers, writing partners, family and friends provide insight and backstory to the usually inscrutable filmmaker.",81167,Documentary
560,"A humble and simple Takezo abandons his life as a knight errant. He's sought as a teacher and vassal by Shogun, Japan's most powerful clan leader. He's also challenged to fight by the supremely confident and skillful Sasaki Kojiro. Takezo agrees to fight Kojiro in a year's time but rejects Shogun's patronage, choosing instead to live on the edge of a village, raising vegetables. He's followed there by Otsu and later by Akemi, both in love with him. The year ends as Takezo assists the villagers against a band of brigands. He seeks Otsu's forgiveness and accepts her love, then sets off across the water to Ganryu Island for his final contest.",31378,History
346,"40 years ago, a Celebi was being attacked by a Pokemon Hunter. Luckily, a young boy named Yukinari saved Celebi. Using its Time Traveling power, Celebi transported itself and Yukinari 40 years into the future. There, Satoshi, Kasumi, and Takeshi assist Yukinari to the healing lake in the forest so they can heal the wounded Celebi. Unfortunately an evil Team Rocket member, Vicious, tries to capture Celebi using his technology. As Satoshi and Co. try to get away from Vicious, they also run into Musashi, Kojiro, and Nyarth, who also want to capture Celebi. Soon it becomes a race against time to get Celebi and Yukinari back to the forest before Celebi is caught and is used to destroy the forest and themselves.",12600,Fantasy
754,"Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted “Queenpins” of pink collar crime.",628914,Comedy
396,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",20982,Fantasy
143,"In Cameron, a group of hunters is attacked by a wild animal, and Charlie Cowley survives, but sees his brother Scott dying. Seven years later, his teenage nephew Derek Cowley steals the key of his stepfather's cabin in the isolated Fire Road 13, and travels with four classmates and his friend Sam to spend the weekend having a party with booze and sex. However, they are attacked by a Beast that kills his friends in a sadistic way. Sam and Derek survive, and they suspect that his stepfather, Mitchell Toblat, is a werewolf. When Charlie meets Derek and Sam, they decide to collect evidence to prove that Mitchell is the Beast and kill him, but Mitchell discovers their plot and chases the trio.",39341,Horror
107,"It's summer camp as usual at Camp Manabe where the kids torment each other for fun while the underpaid camp staff provides as little supervision as possible. Greedy camp owner Frank and junior partner Ronnie do their best to keep everyone in line, but something sinister is about to put a slash in the roster. When campers and staff mysteriously begin disappearing and turning into gruesome corpses, paranoid Ronnie can't shake the memory of a series of grisly murders that took place at Camp Arawak. As the paranoia worsens, Ronnie's list of possible killers starts growing just like the body count. Only one thing is for certain, something is carving a bloody new trail at Sleepaway Camp where kids can be so mean and surviving this summer is gonna be a real killer!",35626,Horror
781,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.",9072,Comedy
55,"Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again.",178862,Documentary
