"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path","success","status_code","status_message"
false,"[]","",,,2,,1029818,"nm0528278","Acting","Don Lynch",,0.6,,,,
false,"[]","From Wikipedia, the free encyclopedia.

Sean Lawlor (January 25, 1954 – October 10, 2009), was an Irish character actor and playwright. He was best known for his portrayal of Malcolm Wallace in Mel Gibson's Oscar-winning epic, Braveheart. In addition, he also appeared in James Cameron's Titanic and Jim Sheridan's In the Name of the Father. Other recent roles include Martin O Toole in ""On Broadway"" and Earl Leofric in ""1066"". Irish television viewers will know him from his role in RTE's 1980's series, ""Bracken"" as well as parts in many Irish films.

He produced plays for the stage include the one man play, ""The Watchman"", which he also wrote. As a stage actor his significant roles include Jap Kavanagh in ""The Kings of the Kilburn High Road"" for Waterford's Red Kettle Theatre company with whom he worked with on numerous occasions.

Description above from the Wikipedia article Sean Lawlor, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1954-01-25","2009-10-10",2,,2472,"nm0492566","Acting","Sean Lawlor","Dublin, Ireland",6.293,,,,
false,"[]","",,,0,,1639429,,"Acting","Bruno Campolo",,0.6,,,,
false,"[]","",,,2,,2134,"nm0125320","Acting","Mike Butters",,2.096,"/fwrOsNREtHO6kYuYdCRsZf2GFG7.jpg",,,
false,"[]","","1962-01-01",,1,,146182,"nm0101692","Acting","Alexandra Boyd","Wales, UK",0.6,"/2iHDPqLBlzsOHNMZJxYjCxV14h7.jpg",,,
false,"[]","",,,2,,2246672,"nm0909574","Acting","Brian Walsh",,0.694,,,,
false,"[""Julene Renee-Preciado"",""Julene Renee Preciado""]","",,,1,,42286,"nm0719444","Acting","Julene Renee",,2.43,,,,
false,"[]","",,,1,,1741701,,"Acting","Lisa Ratzin",,0.972,,,,
false,"[]","",,,0,,1741700,,"Acting","Stan Mazin",,1.4,,,,
false,"[""Scott Alan Hislop""]","","1975-12-20",,2,,1028668,"nm0386816","Acting","Scott Hislop","USA",1.379,"/6zt107NxclsmAWhjefLOmSt6J0l.jpg",,,
false,"[""Ed Forsyth""]","","1954-11-22",,2,,1741697,,"Acting","Edmond Alan Forsyth","Los Angeles, California, USA",1.96,,,,
false,"[""Aaron Cash""]","",,,2,"http://www.morrissey.com.au/portfolio_page/aaron-cash/",1741694,"nm0143568","Acting","Aaron James Cash",,2.085,"/gsLtvmDMXtPFDwJHZsCuvyTGLmT.jpg",,,
false,"[]","",,,1,,1741693,,"Acting","Bobbie Bates",,0.6,,,,
false,"[]","",,,0,,1741692,,"Acting","Kris Andersson",,0.6,,,,
false,"[]","","1952-09-21",,1,,1233436,"nm0604611","Acting","Diana Morgan","Chicago, Illinois, USA",1.758,"/uwtxiIizdbuhvoGwDyoJqxvobP3.jpg",,,
false,"[""Gregory Ellis "",""Jonny Rees"",""Gregg Ellis""]","","1968-03-21",,2,,4031,"nm0254862","Acting","Greg Ellis","Wigan, Lancashire, England, UK",5.895,"/4vqx2I8ulOPcouOFmOM0UTD3tzj.jpg",,,
false,"[]","","1931-02-26","2010-04-23",2,,42290,"nm0240474","Acting","Shay Duffin",,0.768,"/A9oSkVp1v2MB2eR2ORziTi1m52b.jpg",,,
false,"[]","",,,0,,1741691,,"Acting","Dan Pettersson",,0.631,,,,
false,"[]","",,,0,,1741690,,"Acting","Bjørn Olsen",,0.6,,,,
false,"[]","",,,1,,1741689,,"Acting","Mandana Marino",,0.968,,,,
false,"[]","",,,0,,1741688,,"Acting","Romeo Francis",,0.6,,,,
false,"[]","","1945-03-11",,1,,42198,"nm0642078","Acting","Tricia O'Neil"," Shreveport, Louisiana, USA",3.749,,,,
false,"[]","",,,1,,944614,"nm0459799","Acting","Rebecca Klingler","Kokomo, Indiana, USA",1.95,"/m7r1J0YOYVeiBfz0BWAgrcA4mAv.jpg",,,
false,"[]","",,,0,,1741678,,"Acting","Vern Urich",,0.6,,,,
false,"[]","​From Wikipedia, the free encyclopedia

Barry Dennen (born February 22, 1938) is an American actor, singer, and writer.

Dennen was born in Chicago, Illinois. In New York City from 1960 to 1963, he had a relationship with Barbra Streisand, including living together for a year, during which time he helped her develop the nightclub act that began her successful career as a singer and actress.

He moved to London for fifteen years and in 1968 landed the starring role of the master of ceremonies in the London version of Cabaret. In 1970, he played Pontius Pilate on the album of Jesus Christ Superstar, and he played the same role in the Broadway production (1971). In the same year, he played Mendel in Norman Jewison's film of Fiddler on the Roof. According to Dennen's website, he suggested to Jewison that he direct a film of Superstar. Jewison did so, and Dennen played Pilate again (1973).

He was the voice actor who portrayed the Chamberlain SkekSil in The Dark Crystal. He has also done voice work on such cartoons as DuckTales, Batman: The Animated Series, The Pirates of Dark Water, Animaniacs, and Avatar: The Last Airbender.

Since that time Dennen has had a variety of small parts on American television shows and films, including: Batman; Superman III; The Kentucky Fried Movie; The Shining; Galtar and the Golden Lance; Tales from the Darkside and Titanic. He played auto dealer Irwin Lapsey in Shock Treatment, the sequel toThe Rocky Horror Picture Show. He has also done voices for many video games, including Fatman in Metal Gear Solid 2, Police Chief Bogen in Grim Fandango, Mimir in the recent video game Too Human, Dean Domino in Fallout: New Vegas expansion ""Dead Money"", and the Dark One in The Mark of Kri.

He wrote the screenplay for an episode of Amazing Stories titled ""The Secret Cinema"" (1985) and cowrote an episode of The Comic Strip Presents... titled ""Demonella"" (1993). His autobiographical book, My Life With Barbra: A Love Story (1997), deals with their relationship and with his gradual realization that he was a homosexual.

Description above from the Wikipedia article  Barry Dennen, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1938-02-22","2017-09-26",2,,72742,"nm0219336","Acting","Barry Dennen","Chicago, Illinois, U.S.",2.588,"/zSRROjxzdgbMRSPjpq2Kfpszd4J.jpg",,,
false,"[]","",,,0,,1741673,,"Acting","Jari Kinnunen",,0.6,,,,
false,"[]","","1933-05-18","2020-04-06",2,,157989,"nm0390683","Acting","Erik Holland","Sandnes, Norway",1.261,"/dAfDvcLnT6gUui0FA04gbZQNPZk.jpg",,,
false,"[]","",,,0,,1338541,"nm2208366","Acting","James Garrett",,4.379,"/aE1gtncxpAcRmxBJdQN89uoT0VI.jpg",,,
false,"[]","",,,0,,1330728,"nm0656297","Acting","Oliver Page",,0.6,,,,
false,"[]","",,,2,,930944,"nm0126137","Acting","Chris Byrne",,1.4,,,,
false,"[]","",,,2,,1228414,"nm0934350","Acting","Garth Wilton",,0.6,,,,
false,"[]","",,,2,,1741666,"nm0175267","Acting","Brendan Connolly",,0.6,,,,
false,"[]","",,,0,,1398372,"nm0626119","Acting","Sean Nepita",,1.566,,,,
false,"[]","","1965-10-02",,2,,179771,"nm0039262","Acting","Richard Ashton","Manchester, England, UK",4.823,"/vXU9iUlWQ3iniENuebXjjhdtVbQ.jpg",,,
false,"[]","Derek Lea is an English film and television actor, stunt performer and coordinator. He's a graduate of the Redroofs Theatre School, Maidenhead, Berkshire, England.",,,2,"http://www.dereklea.co.uk/",97436,"nm0494749","Acting","Derek Lea","Surrey, England, UK",5.27,"/fcI8XMeweX1PyGfoalemET40QAM.jpg",,,
false,"[]","",,,2,,131833,"nm0906975","Acting","John Walcutt",,0.6,,,,
false,"[]","",,,2,,1227544,"nm0874171","Acting","Mark Rafael Truitt",,1.62,,,,
false,"[]","",,,0,,1741664,,"Acting","Laramie Landis",,0.98,,,,
false,"[]","",,,0,,1741663,,"Acting","Reece P. Thompson III",,1.62,,,,
false,"[""Elsa Rabinowitz""]","Elsa Raven (born Elsa Rabinowitz; September 21, 1929 - November 3, 2020) was an American actress.","1929-09-21","2020-11-03",1,,172280,"nm0712341","Acting","Elsa Raven","Charleston, South Carolina, USA",2.53,"/1N6pa5heM43SDwrGdGeNW5E7mNs.jpg",,,
false,"[]","",,,2,,178557,"nm0484140","Acting","James Lancaster",,1.428,,,,
false,"[]","",,,0,,1741459,,"Acting","Liam Tuohy",,1.4,,,,
false,"[]","",,,0,,1741450,,"Acting","Jonathan Evans-Jones",,1.4,,,,
false,"[]","","1974-01-01",,1,,1359176,"nm0741645","Acting","Rochelle Rose","London, England, UK",2.043,,,,
false,"[]","","1946-12-07",,1,,29796,"nm0044011","Acting","Rosalind Ayres","Birmingham, England, UK",2.794,"/3TBLZwWSm8uInoZzd46OaV8glzH.jpg",,,
false,"[]","Martin Jarvis OBE is one of Britain's most versatile leading actors. His distinguished career continues to encompass just about every aspect of the entertainment industry: film, television, theatre, radio and audio recording. He is also the author of two bestselling books: a hilarious autobiography Acting Strangely and a compelling account of his award-winning time on Broadway in 2001: Broadway, Jeeves - The Diary of a Theatrical Adventure, both published by Methuen. In 2010 he starred as Vincent Hogg in a new production of Agatha Christie's The Mirror Cracked in ITV/WGHB's popular 'Miss Marple' series. In 2009, he starred in BBC2's comedy/drama Taking the Flak, receiving outstanding reviews for his performance as national treasure tv journalist David Bradburn. He stars in the feature film Neander Jin - Return of the Neanderthal Man (US/ Germany co-production, 2010) as Peter Blodnik, network mogul.","1941-08-04",,2,,126363,"nm0419089","Acting","Martin Jarvis","Cheltenham, Gloucestershire, England, UK",3.965,"/zSkgcY91Bd08wBjudldEkZdlU3B.jpg",,,
false,"[]","","1970-01-01",,1,,1741443,"nm0301401","Acting","Amy Gaipa","St. Joseph, Michigan, USA",0.6,,,,
false,"[]","","1953-06-02",,1,,1741441,"nm0449599","Acting","Linda Kerns","Columbus, Ohio, USA",1.48,"/uB1G41lgd7FySvyt7fzq8eugYYt.jpg",,,
false,"[]","","1969-01-19",,1,,230727,"nm0653829","Acting","Camilla Overbye Roos","Copenhagen, Denmark",4.395,,,,
false,"[]","From Wikipedia, the free encyclopedia.

Jenette Elise Goldstein (born February 4, 1960) is an American actress.

Description above from the Wikipedia article Jenette Goldstein, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1960-02-04",,1,,3981,"nm0001280","Acting","Jenette Goldstein","Los Angeles, California, U.S.",14.815,"/rIDF2017eiY1HxPwXnXW24rv66o.jpg",,,
false,"[""Fanny Brett""]","",,,1,,1697673,"nm0107938","Acting","Fannie Brett",,0.6,,,,
false,"[]","","1975-01-01",,1,,55957,"nm0154195","Acting","Charlotte Chatton","London, England",5.181,"/vhV0qc6leXokgUo0DnkpKYJIeCR.jpg",,,
false,"[]","","1956-04-26",,2,,63141,"nm0231871","Acting","Ron Donachie","Dundee, Tayside, Scotland",2.226,"/vnBM7idgiyXoat1E8IBKGekx2GS.jpg",,,
false,"[]","Craig Kelly (born 31 October 1970) is an English actor and voice-over artist. He is best known for his roles as Vince Tyler in the Channel 4 television series Queer as Folk and as Luke Strong in Coronation Street.","1970-10-31",,2,,18019,"nm0446287","Acting","Craig Kelly","Lancashire, England, UK",2.36,"/gMUdQZ5YAMcLGFzdPEr3yL4pWS4.jpg",,,
false,"[]","",,,2,,1256066,"nm0109229","Acting","Paul Brightwell","London, England, UK",3.014,,,,
false,"[]","​From Wikipedia, the free encyclopedia

Richard Graham (born May 10 1960 in Farnborough, Kent, United Kingdom) is an actor. He is mostly known for his roles opposite Leonardo DiCaprio in Titanic and Gangs Of New York (2002), as well as playing Trevor in the football hooligan film I.D. (1994).

He has appeared in many television series, including all 12 episodes of Maisie Raine as D.S. Mickey Farrel, and most recently has been cast in Hollyoaks as William Alexander. He has also appeared in Inspector Morse, Pie in the Sky and many other British TV series.

Description above from the Wikipedia article Richard Graham (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1960-05-10",,2,,26863,"nm0334262","Acting","Richard Graham","Farnborough, Kent, United Kingdom",5.366,"/ukEz43251dO4Gn9O3o0XzLmKqOf.jpg",,,
false,"[]","​From Wikipedia, the free encyclopedia.  

Mark Lindsay Chapman (born 8 September 1954 in London) is an English film and television actor.

His credits include: Max Headroom, Dallas (as Brett Lomax), Falcon Crest (as Charley St. James), Baywatch, Murder She Wrote, Lois and Clark, JAG, Charmed, Roland Burke in The Young and the Restless, Dr. Anton Arcane (1990–1993) in Swamp Thing, and Nick Hopewell in The Langoliers.

Description above from the Wikipedia articleMark Lindsay Chapman  licensed under CC-BY-SA, full list of contributors on Wikipedia.","1954-09-08",,2,,41266,"nm0152464","Acting","Mark Lindsay Chapman","London, England, UK",10.128,"/6LmGSyU6TQU9Xdafg9bKseofaVg.jpg",,,
false,"[]","","1964-03-13",,2,,1054325,"nm0399103","Acting","Martin Hub","Prague, Czech Republic",1.949,"/udBteEYEksf6Icrrx7cAhGcq1r0.jpg",,,
false,"[]","",,,0,,93215,"nm0755973","Acting","Anatoly M. Sagalevitch",,1.405,,,,
false,"[""Michael Ensign Evans""]","Born in Arizona (height 6' 1"" (1,85 m)), he is of British/American descent;

living extensively in both the USA and the UK. He trained as an actor at The London Academy of Music and Dramatic Art. He spent the first eleven years of his professional career in the theatre in Britain. He was a member of the Royal Shakespeare Company from 1972 to 1975. He played the leading man (Donald) in the musical, 'Irene', at London's Adelphi Theatre in 1978. He appeared in the London productions of The Curse Of The Starving Class (Royal Court Theatre), The Red Devil Battery Sign (Phoenix Theatre) and numerous English Repertory Theatres. His film and television work has been primarily in the USA. In 2009 he was awarded the Distinguished Alumnus Award by the College of Fine Arts, University of Utah, Salt Lake City, Utah. Michael Ensign is a member of the Academy of Motion Picture Arts and Sciences.","1944-02-13",,2,,1080265,"nm0258117","Acting","Michael Ensign","Safford, Arizona, USA",2.215,"/kCFAgMTp7kHDN1YzrlIi1aBaaoF.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia.

Seth Elijah Adkins (born October 30, 1989) is an American actor. He made his debut in the mid-1990s as a child artiste in the TV shows Small Talk and Sabrina, the Teenage Witch in 1996 and the films ...First Do No Harm and Titanic in 1997. He later made a successful transition to an adult performer. One of his most recent roles was in Matt Reeves' Let Me In (2010).

Description above from the Wikipedia article Seth Adkins, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1989-10-30",,2,"http://www.sethadkins.net/",8553,"nm0012079","Acting","Seth Adkins","Albuquerque, New Mexico, U.S.",9.785,"/pFWVcO6Y1fB1tIgflBCyGwP5R7n.jpg",,,
false,"[""Alex Owens-Sarno"",""Alexandre Owens""]","Alexandrea Owens was born on November 9, 1988 in San Diego, California, USA as Alexandrea Kathryn Owens-Sarno. She is an actress known for Titanic (1997) and Background Music (2014). Alex had the amazing opportunity to play Cora Cartmell in Titanic when she was 8 years old. Now, she is pursuing an acting career.","1988-11-09",,1,,8552,"nm0654302","Acting","Alexandrea Owens","San Diego, CA",3.067,,,,
false,"[]","","1966-01-01",,2,,8551,"nm0177427","Acting","Gregory Cooke",,2.373,,,,
false,"[]","","1967-01-01",,2,,8550,"nm0247542","Acting","Martin East","London, England, UK",0.6,,,,
false,"[""Scott Anderson "",""Scott G Anderson""]","","1972-01-01",,2,,8549,"nm0027424","Acting","Scott G. Anderson","England, UK",3.368,"/uVxZknk6149PRMTteRkRx3OVXhs.jpg",,,
false,"[]","","1970-11-15",,2,,8548,"nm0281992","Acting","Edward Fletcher","Boston, Massachusetts, USA",4.87,"/4PzQWgLttNH8z2MNXpAbAfI32vL.jpg",,,
false,"[""Jonathan Phillips"",""조니 필립스""]","","1963-09-05",,2,,8547,"nm0680526","Acting","Jonny Phillips","London, England, UK",1.855,"/bq5ecEmED8r7lqwu5DXnKEixLd8.jpg",,,
false,"[]","Ioan Gruffudd is a Welsh actor who trained at the Royal Academy of Dramatic Art in London, England. He started off mainly in Welsh-language productions, then came to international attention as Fifth Officer Harold Lowe in the film ""Titanic"" (1997), and as Lt. John Beales in ""Black Hawk Down"" (2001).

However, he is probably best known for playing the role of Horatio Hornblower in ""Hornblower"", the British made-for-TV films (1998–2003) based on C.S. Forester's novels. Gruffudd's recent notable film roles include Lancelot in ""King Arthur"" (2004), Mister Fantastic (Reed Richards) in ""Fantastic Four"" (2005) and the sequel ""Fantastic Four: Rise of the Silver Surfer"" (2007), and British slavery abolitionist William Wilberforce in ""Amazing Grace"" (2006). He played Tony Blair in ""W."" (2008).","1973-10-06",,2,,65524,"nm0344435","Acting","Ioan Gruffudd","Llwydcoed, Aberdare, Glamorgan, Wales, UK",26.288,"/bUfnbySl6afH1Upkeq0v2Kp8Ymx.jpg",,,
false,"[]","","1927-05-11","2016-12-14",2,,8545,"nm0288882","Acting","Bernard Fox","Port Talbot, West Glamorgan, Wales, UK",2.969,"/9LFpXETNoCLbXORh1TurrN4subZ.jpg",,,
false,"[""Ewan Stuart""]","Ewan Stewart (born 8 August 1957) is a Scottish film, television and stage actor.

Description above from the Wikipedia article Ewan Stewart, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1957-10-08",,2,,3071,"nm0829380","Acting","Ewan Stewart","Glasgow, Scotland, UK",3.523,"/kSCa6itTQeukTzWxN0bAfU3i4y4.jpg",,,
false,"[]","Internationally-acclaimed, Emmy Award-winning and People’s Choice Award-winning film and television actor ERIC BRAEDEN is a television icon and arguably the most popular character in daytime history.  For over 37 plus years, he has portrayed “Victor Newman” on the #1 rated daytime drama series The Young and the Restless, which has over 120,000,000 daily viewers around the world.  The show is syndicated in over 30 foreign countries including Australia, Belgium, Canada, France, Greece, India, Israel, Italy, the Middle East, New Zealand, Romania, Slovenia, South Africa, Switzerland and Turkey.

Braeden recently wrote his critically acclaimed autobiography I’ll Be Damned: How My Young and Restless Life Led Me to America’s #1 Daytime Drama from HarperCollins, which appeared on the Publishers Weekly and Canadian bestseller list.  Additionally, according to A.C. Nielsen, Braeden has one of the highest TVQ’s on television, and is one of the most recognized actors in the world.  On July 20 2007, he was the recipient of a star on The Hollywood Walk Of Fame and become the first German born actor since Marlene Dietrich to receive such an honor.","1941-04-03",,2,"https://www.themoviedb.org/person/8544-eric-braeden/edit?active_nav_item=primary_facts",8544,"nm0000967","Acting","Eric Braeden","Bredenbek, Germany",7.694,"/3EYWKMIcXJLAYZODY20Z6DpkNUp.jpg",,,
false,"[]","Lew Palter was born on November 3, 1928 in New York City, New York, USA. He is an actor, known for Titanic (1997), Day by Day (1988) and The Waltons (1972).","1928-11-03",,2,,8543,"nm0658817","Acting","Lew Palter","New York City, New York, USA",1.96,"/dBzcQ3NhISBKSV0oRSXtbG4Gpih.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia

Jason Barry (born 14 December 1972) is an Irish actor. He is best known for his portrayal of Tommy Ryan in the 1997 blockbuster Titanic. However, he has also been in such movies as The Still Life for which he has won numerous awards.

He has been married to actress Nicola Charles since 18 August 2003 and the two founded Marathon Pictures LA. Their first daughter Freya Barry was born in January 2005, and their second daughter Nova, was born 27 July 2007.

Jason will make his directorial debut in the film ""Easter sixteen"". The film will star Guy Pearce and Gary Oldman.

Description above from the Wikipedia article Jason Barry, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1972-12-14",,2,,8541,"nm0058029","Acting","Jason Barry","Dublin, Ireland",3.096,"/iWDjll5GSVWCRSSe3XLDAtKq0ag.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia.

Danny Nucci (born September 15, 1968) is an Austrian-American actor best known his role as Jack Dawson's Italian friend Fabrizio De Rossi in the 1997 film Titanic.","1968-09-15",,2,,8540,"nm0001572","Acting","Danny Nucci","Klagenfurt - Carinthia - Austria",12.85,"/wKGDLd1ylioWhpNLkunHQ2sfYSa.jpg",,,
false,"[]","","1963-04-20",,2,,8539,"nm0143167","Acting","Nicholas Cascone","Queens , New York, USA",2.232,,,,
false,"[""Suzy Amis Cameron""]","Susan Elizabeth ""Suzy"" Amis Cameron (born January 5, 1962) is an American environmental advocate, a former actress and model.

Description above from the Wikipedia article Suzy Amis, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1962-01-05",,1,,2179,"nm0000751","Acting","Suzy Amis","Oklahoma City, Oklahoma, USA",6.158,"/mh9BpsP6eQ2ereP0rPTzD5KURUl.jpg",,,
false,"[""Jonathan van Hyde""]","Jonathan Hyde (born 21 May 1948) is an Australian-born English actor, well known for his roles as J. Bruce Ismay, the managing director of the White Star Line in Titanic, Egyptologist Allen Chamberlain in The Mummy and Sam Parrish/Van Pelt, the hunter in Jumanji. He is married to the Scottish soprano Isobel Buchanan. They have two daughters, one of which is the actress Georgia King.

Hyde was born in Brisbane, Queensland. He is a member of the Royal Shakespeare Company. Among other roles, he played Ferdinand in a 1985 production of John Webster's The Duchess of Malfi. He graduated from the Royal Academy of Dramatic Art and is an Associate Member there. He was also an original cast member of Not the Nine O'Clock News, the first series of which was pulled from broadcast because of the General Election of 1979. Hyde has been in numerous films including The Contract, The Curse of King Tut's Tomb, Land of the Blind, The Tailor of Panama, Sherlock Holmes and the Case of the Silk Stocking, Eisenstein, Anaconda and Richie Rich.

He appeared in the 1989 BBC miniseries Shadow of the Noose in which he played the famous barrister Edward Marshall Hall. He has also appeared in several television mysteries, including The Adventures of Sherlock Holmes starring Jeremy Brett, and Midsomer Murders.

In 2007, Hyde played Dr. Dorn in Chekhov's The Seagull and the Earl of Kent in King Lear for the RSC in a repertory company that included Ian McKellen, Frances Barber, Romola Garai, William Gaunt and Sylvester McCoy. Both plays toured together internationally, before taking up residence in the New London Theatre. The final performance was on 12 January 2008. He reprised his role of Kent in the 2008 television film of King Lear.

Description above from the Wikipedia article Jonathan Hyde, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1948-05-21",,2,"http://jonathanhyde.net/",8537,"nm0404993","Acting","Jonathan Hyde","Brisbane, Australia",4.713,"/1jYyW3B5omvMTVfEswqQQBrHN2.jpg",,,
false,"[""Βίκτορ Γκάρμπερ"",""Victor Joseph Garber""]","Victor Joseph Garber (born March 16, 1949) is a Canadian film, stage and television actor and singer. Garber is perhaps best known for playing Jesus in Godspell, Jack Bristow in the television series Alias and Thomas Andrews in James Cameron's Titanic.","1949-03-16",,2,,8536,"nm0001255","Acting","Victor Garber","London, Ontario, Canada",13.89,"/FdhXl8qxsKgj22Ip99SRM9jUx1.jpg",,,
false,"[""David Hattersley Warner""]","David Hattersley Warner (born 29 July 1941) is an English actor. He attended the Royal Academy of Dramatic Art and worked in the theatre before attaining prominence on screen in the early 1960s through his lead performance in the Karel Reisz film Morgan: A Suitable Case for Treatment, for which he was nominated for the BAFTA Award for Best Actor in a Leading Role.

Warner has portrayed both romantic leads and villainous characters across a range of media, including The Ballad of Cable Hogue, Straw Dogs, Cross of Iron, The Omen, Holocaust, The Thirty Nine Steps, Time After Time, Time Bandits, Tron, A Christmas Carol, Portrait in Evil, Titanic, Mary Poppins Returns and various characters in the Star Trek franchise, in the films Star Trek V: The Final Frontier and Star Trek VI: The Undiscovered Country, and the television series Star Trek: The Next Generation.

In 1981, he won an Emmy Award for Outstanding Supporting Actor in a Miniseries or Special for his portrayal of Pomponius Falco in the television miniseries Masada.

Description above from the Wikipedia article David Warner (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia​","1941-07-29",,2,"http://www.davidwarnerfilm.co.uk/",2076,"nm0001831","Acting","David Warner","Manchester, England, UK",10.839,"/sJ5NyKkTmFGyiTrpCnZ1v0DSnQG.jpg",,,
false,"[]","Born in 1944, Bernard Hill is a British actor of film, stage and television. He is best known to British television viewers for playing Yosser Hughes in the groundbreaking 1982 TV series Boys from the Blackstuff. On film he has played Captain Edward John Smith in Titanic, King Théoden in The Lord of the Rings film trilogy, and the Warden of San Quentin Prison in the Clint Eastwood film True Crime. Hill is the only actor to have appeared in more than one of the three films awarded 11 Oscars, and one of only three actors to have starred in more than one film grossing more than $1 billion USD, namely: Titanic and The Return of the King (the others being Orlando Bloom who also starred in The Return of the King, as well as Pirates of the Caribbean and Johnny Depp who also starred in Pirates of the Caribbean, as well as Alice in Wonderland). Hill has appeared in three films which have won Best Picture: Gandhi, Titanic, and The Return of the King.","1944-12-17",,2,,1369,"nm0384060","Acting","Bernard Hill","Manchester, England, United Kingdom",15.404,"/5i8bj2nsTrFU2ddSynleOjapxor.jpg",,,
false,"[""William Paxton "",""William \""Bill\"" Paxton""]","Bill Paxton (May 17, 1955 - February 25, 2017) was an American actor. He appeared in films including Aliens and Titanic and starred as practising polygamist Bill Henrickson in the HBO series Big Love. On February 25, 2017 he died from complications following heart surgery.","1955-05-17","2017-02-25",2,,2053,"nm0000200","Acting","Bill Paxton","Fort Worth, Texas, USA",13.621,"/aLdNe6mt1cSi2zWlUYRregzfis5.jpg",,,
false,"[""Gloria Frances Stewart"",""Gloria Stewart"",""Gloria Stuart Sheekman"",""Gloria Fae Finch""]","Gloria Stuart (1910–2010) was an American actress, activist, painter, bonsai artist and fine printer.

She is best known for The Invisible Man and her Academy Award nominated role in Titanic. She is the oldest person to be nominated for a competitive Oscar, at the age of 87.","1910-07-04","2010-09-26",1,,8535,"nm0001784","Acting","Gloria Stuart","Santa Monica, California, USA",7.564,"/9aG7UUX3PWIGGf1KRY5TsBSoNz9.jpg",,,
false,"[""Francis Fisher"",""Фрэнсис Фишер""]","Frances Fisher (born 11 May 1952) is a British-born American actress. She is known for her roles as Strawberry Alice, the madame prostitute in Unforgiven (1992), directed by Clint Eastwood; and Ruth DeWitt Bukater, the mother of Kate Winslet's character in Titanic (1997); directed by James Cameron. Both films won the Academy Award for Best Picture.","1952-05-11",,1,,3713,"nm0004920","Acting","Frances Fisher","Milford-on-the-sea, Hampshire, England, UK",16.96,"/tsyGcoXGRNM8KGLpLG3OuxAyxx2.jpg",,,
false,"[""Кэти Бейтс"",""Kathleen Doyle \""Kathy\"" Bates""]","Kathleen Doyle Bates (born June 28, 1948) is an American actress and director. She has been the recipient of numerous accolades, including an Academy Award, two Primetime Emmy Awards, and two Golden Globe Awards.

Born in Memphis, Tennessee, she studied theatre at the Southern Methodist University before moving to New York City to pursue an acting career. She landed minor stage roles before being cast in her first on screen role in Taking Off (1971). Her first Off-Broadway stage performance was in the 1976 production of Vanities. Throughout the 1970s and early 1980s, she continued to perform on screen and on stage, and garnered a Tony Award nomination for Best Lead Actress in a Play in 1983 for her performance in 'night, Mother, and won an Obie Award in 1988 for her performance in Frankie and Johnny in the Clair de Lune.

Bates' performance as Annie Wilkes in the tense psychological thriller Misery (1990) marked her Hollywood breakthrough, winning her the Academy Award for Best Actress. Further acclaim came for her starring role in Dolores Claiborne (1995), The Waterboy (1998), and supporting roles in Fried Green Tomatoes (1991) and Titanic (1997). Bates received subsequent Oscar nods in the Best Supporting Actress category for her work in Primary Colors (1998), About Schmidt (2002), and Richard Jewell (2019).

Bates' television work has resulted in 14 Emmy Award nominations, including two for her leading role on the NBC series Harry's Law (2011–12). She won the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series for her appearance on the ninth season of Two and a Half Men (2012) and the Primetime Emmy Award for Outstanding Supporting Actress in a Miniseries or Movie for her portrayal of Delphine LaLaurie on the third season of American Horror Story (2013). She also received accolades for her portrayal of Miss Hannigan in the 1999 television adaptation of Annie. Her directing credits include several episodes of the HBO television series Six Feet Under (2001–03) and the television film Ambulance Girl (2005).

Description above from the Wikipedia article Kathy Bates, licensed under CC-BY-SA, full list of contributors on Wikipedia​","1948-06-28",,1,"https://mskathybates.com",8534,"nm0000870","Acting","Kathy Bates","Memphis, Tennessee, USA",14.319,"/qZRTzTjV4OC1Ii9a0n8QBS9zMOd.jpg",,,
false,"[""Билли Зейн""]","William George ""Billy"" Zane, Jr. (born February 24, 1966) is an American actor, producer and director. He is probably best known for his roles as Caledon ""Cal"" Hockley in Titanic, The Phantom from The Phantom, John Wheeler in Twin Peaks and Mr. E in CQ.","1966-02-24",,2,,1954,"nm0000708","Acting","Billy Zane","Chicago, Illinois, USA ",33.16,"/9HIubetYWAVLlHNb9aObL0fc0sT.jpg",,,
