"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""신카이 마코토"",""新海诚"",""Макото Шінкай"",""しんかい まこと"",""新津誠"",""मकोतो शिनकाई"",""Makoto Niitsu"",""新海誠""]","Makoto Niitsu (新津 誠, Niitsu Makoto), also known as Makoto Shinkai (新海 誠, Shinkai Makoto), is a Japanese animator, filmmaker and manga artist best known for directing Your Name, the highest-grossing anime film of all time and 2019's Weathering With You, among other works such as The Garden of Words, Children Who Chase Lost Voices and 5 Centimeters per Second.","1973-02-09",,2,"http://shinkaimakoto.jp/",74091,"nm1396121","Directing","Makoto Shinkai","Nagano Prefecture, Japan",18.508,"/mSCk6PmAR99bCsKJYlMx94vq5qe.jpg"
false,"[""Джон Уоттс"",""Jonathan Watts""]","Jonathan ""Jon"" Watts (born June 28, 1981) is an American film director, producer and screenwriter. He is best known for directing the Spider-Man MCU trilogy starring Tom Holland. Watts was born and raised in Fountain, Colorado. He studied film at New York University. Before directing movies, he directed commercials for production company Park Pictures.","1981-06-28",,2,,1293994,"nm1218281","Directing","Jon Watts","Fountain, Colorado, United States",13.577,"/fkXChMX6CUXY1yOxBehAzvaTCl7.jpg"
false,"[]","",,,0,,1150501,"nm2108511","Writing","Ron Eyal",,0.6,
false,"[]","",,,0,,1150500,"nm0121670","Writing","Eleanor Burke",,0.6,
false,"[]","Thea Sharrock is a theatre director and made her feature film debut with ""Me Before You.""","1976-01-01",,1,,1096867,"nm4824763","Directing","Thea Sharrock",,2.319,"/qFfzWqgNnAuYW1OZWQci4smF49F.jpg"
false,"[]","","1977-07-29",,2,,100234,"nm1359237","Directing","Todor Chapkanov","Sofia, Bulgaria",2.291,
false,"[""Yitzhak Florentin ""]","From Wikipedia, the free encyclopedia.

Isaac Florentine is an Israeli-born movie director and martial arts expert. Florentine earned a degree in Film & Television from Tel Aviv University.

Description above from the Wikipedia article Isaac Florentine, licensed under CC-BY-SA, full list of contributors on Wikipedia",,,2,"http://www.isaacflorentine.com/",78108,"nm0282708","Directing","Isaac Florentine",,4.523,"/4PJrg3l105M2GMNazhu2DXZ1Wce.jpg"
false,"[]","David Ayer (born January 18, 1968) is an American film director, producer and screenwriter. He is best known for being the writer of Training Day (2001) and the director of Harsh Times (2005), Street Kings (2008), End of Watch (2012), Sabotage (2014), Fury (2014), Suicide Squad (2016) and Bright (2017).

Description above from the Wikipedia article  David Ayer, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1968-01-18",,2,,19769,"nm0043742","Directing","David Ayer","Champaign, Illinois, USA",7.931,"/2oBT2jQbsV8IWPMr3Cm87YBJxGu.jpg"
false,"[""詹姆斯·卡梅隆"",""เจมส์ แคเมรอน"",""ジェームズ・キャメロン"",""제임스 캐머런"",""جيمس كاميرون"",""Джеймс Кэмерон"",""Джеймс Кемерон""]","James Cameron was born in Kapuskasing, Ontario, Canada, on August 16, 1954. He moved to the USA in 1971. The son of an engineer, he majored in physics at California State University but, after graduating, drove a truck to support his screen-writing ambition. He landed his first professional film job as art director, miniature-set builder, and process-projection supervisor on Roger Corman's Battle Beyond the Stars (1980) and debuted as a director with Piranha Part Two: The Spawning (1981) the following year. In 1984, he wrote and directed The Terminator (1984), a futuristic action-thriller starring Arnold Schwarzenegger, Michael Biehn, and Linda Hamilton. It was a huge success. After this came a string of successful science-fiction action films such as Aliens (1986) and Terminator 2: Judgment Day (1991). Cameron is now one of the most sought-after directors in Hollywood. He was formerly married to producer Gale Anne Hurd, who produced several of his films. He married Kathryn Bigelow in 1989.","1954-08-16",,2,,2710,"nm0000116","Directing","James Cameron","Kapuskasing, Ontario, Canada",13.019,"/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg"
false,"[]","","1975-01-01",,2,,82724,"nm2692858","Directing","Fernando González Molina","Pamplona, Navarra, Spain",2.262,"/gs1doMhC6Uk4ElmTDZL6JviY4IN.jpg"
false,"[""Sam Taylor-Wood""]","Sam Taylor-Johnson was born on March 4, 1967 in London, England as Samantha Louise Taylor-Wood. She is a director and producer, known for Nowhere Boy (2009), Fifty Shades of Grey (2015) and Love You More (2008).","1967-03-04",,1,"http://samtaylorjohnson.com/",1137903,"nm0853374","Directing","Sam Taylor-Johnson","London, England, UK",4.04,"/4iWEBM7B4nANVZcRaID9XHo4tPl.jpg"
false,"[""Helen Catherine Hardwicke ""]","​From Wikipedia, the free encyclopedia.  

Catherine Hardwicke (born Helen Catherine Hardwicke; October 21, 1955) is an American production designer and film director. Her works include the independent film Thirteen, which she co-wrote with Nikki Reed, the film's co-star, the Biblically-themed The Nativity Story, the vampire film Twilight, and the werewolf film Red Riding Hood. The opening weekend of Twilight was the biggest opening ever for a female director.","1955-10-21",,1,"http://www.catherinehardwicke.com/",19850,"nm0362566","Directing","Catherine Hardwicke","Cameron, Texas, USA",4.616,"/o1kLqFvtohRK8MD4avnB02a3NKM.jpg"
false,"[""Shawn Adam Levy"",""肖恩·利维"",""숀 레비""]","Shawn Adam Levy (born July 23, 1968) is a Canadian-American director, producer and actor who directed the comedy films Big Fat Liar, Just Married, Cheaper by the Dozen, The Pink Panther, Night at the Museum, and Date Night. He has also directed many television shows, including Cousin Skeeter, The Famous Jett Jackson and Pepper Dennis.

Description above from the Wikipedia article Shawn Levy, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1968-07-23",,2,,17825,"nm0506613","Production","Shawn Levy","Montreal, Quebec, Canada",32.092,"/b1ulkCHz8biG87LjLQQiMCebEZo.jpg"
false,"[]","Lee Unkrich is an American director and film editor. He is a longtime member of the creative team at Pixar, where he started in 1994 as a film editor. He later began directing, first as co-director of Toy Story 2. After co-directing Monsters, Inc., and Finding Nemo, Unkrich made his solo directorial debut with Toy Story 3, for which he won the Academy Award for Best Animated Feature in 2011. Unkrich is the 2011 recipient of University of Southern California's Mary Pickford Distinguished Alumni Award recognizing alumni contributions to the cinematic arts. With the award, Unkrich joins a list of distinguished USC alumni including Robert Zemeckis, Walter Murch, Jon Landau, Gary Rydstrom and Jay Roach.

A native of Chagrin Falls, Ohio, Unkrich spent his youth acting at the Cleveland Playhouse. Unkrich graduated from the University of Southern California School of Cinematic Arts in 1990. Before joining Pixar in 1994, Unkrich worked for several years in television as an editor and director.","1967-08-08",,2,,8,"nm0881279","Directing","Lee Unkrich","Cleveland, Ohio, USA",7.817,"/crb297utC6W4HSstOe5djDPTwEN.jpg"
false,"[""Тим Бертон"",""蒂姆·伯顿"",""ทิม เบอร์ตัน"",""ティム・バートン"",""تيم برتون"",""팀 버튼"",""टिम बर्टन"",""提姆‧波頓""]","Timothy Walter Burton (born August 25, 1958) is an American filmmaker, artist, writer, and animator. He is known for his dark, gothic, and eccentric horror and fantasy films such as Beetlejuice (1988), Edward Scissorhands (1990), Ed Wood (1994), Sleepy Hollow (1999), Corpse Bride (2005), Sweeney Todd: The Demon Barber of Fleet Street (2007), Dark Shadows (2012), and Frankenweenie (2012). He is also known for blockbusters such as the adventure comedy Pee-wee's Big Adventure (1985), the superhero films Batman (1989) and its first sequel Batman Returns (1992), the sci-fi film Planet of the Apes (2001), the fantasy drama Big Fish (2003), the musical adventure film Charlie and the Chocolate Factory (2005), and the fantasy film Alice in Wonderland (2010).

Burton has often worked with Johnny Depp and Danny Elfman, who has composed scores for all but three of the films Burton has directed. Helena Bonham Carter, Burton's former domestic partner, has appeared in many of his films","1958-08-25",,2,"http://timburton.com/",510,"nm0000318","Directing","Tim Burton","Burbank, California, USA",12.898,"/gRM4lGpiBINAyiXaxEeJFDKzmge.jpg"
false,"[]","",,,0,,1032506,"nm0440391","Directing","Osamu Kasai",,1.76,
false,"[]","From Wikipedia, the free encyclopedia

Henry Selick (born November 30, 1952) is an American stop motion director, producer and writer who is best known for directing The Nightmare Before Christmas, James and the Giant Peach and Coraline. He studied at the Program in Experimental Animation at California Institute of the Arts, under the guidance of Jules Engel.

Description above from the Wikipedia article Henry Selick, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1952-11-30",,2,,57646,"nm0783139","Directing","Henry Selick","Glen Ridge, New Jersey, USA",2.706,"/6JkYvs9ce3vMvCqWXzGPUzpCKkJ.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Robert R. ""Rob"" Minkoff (born August 11, 1962) is an American filmmaker. He is known for directing the Academy Award-winning animated feature The Lion King.

Minkoff was born in Palo Alto, California. He studied at California Institute of the Arts in the early 1980s in the Character Animation department. He has directed several films for Walt Disney Feature Animation, including The Lion King (1994) and two of the Roger Rabbit shorts: Tummy Trouble (1989) and Roller Coaster Rabbit (1990).

While working at Disney he wrote the song ""Good Company"" for Oliver & Company. He also made the films Stuart Little (1999), Stuart Little 2 (2002), The Haunted Mansion (2003) and The Forbidden Kingdom (2008). Minkoff also participates as a member of the jury for the NYICFF, a local New York City Film Festival dedicated to screening films for children between the ages of 3 and 18. He is currently working on two films: Flypaper, which is set to release in 2011 and the announced Chinese Odyssey. He married Crystal Kung on September 29, 2007. Minkoff is the brother-in-law of Jeffrey Kung, a Chinese singer and radio VJ.

Description above from the Wikipedia article Rob Minkoff, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1962-08-11",,2,,18898,"nm0591450","Directing","Rob Minkoff"," Palo Alto, California, U.S.",2.812,"/fn5QA0bqJn6tk4Wt1QonjojFPjd.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Roger Allers (born c. 1949 in Rye, New York) is an American Film director and Screenwriter, storyboard artist and animator. He is well known for directing The Lion King for Disney.

Description above from the Wikipedia article Roger Allers, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1949-06-29",,2,,15812,"nm0021249","Writing","Roger Allers","Rye, New York, USA",5.926,"/sdFyM5FNcJuMv7knrz6swaIHXIJ.jpg"
false,"[""Peter Docter"",""Peter Hans Docter""]","Peter Hans ""Pete"" Docter is an American film director, animator, and screenwriter from Bloomington, Minnesota. He is best known for directing the films Monsters, Inc. and Up, and as a key figure and collaborator in Pixar Animation Studios. The A. V. Club has called him ""almost universally successful"". He has been nominated for eight Oscars (two wins thus far for Up & Inside Out -- Best Animated Feature), seven Annie Awards (winning five), a BAFTA Children's Film Award (which he won), and a Hochi Film Award (which he won). He has described himself as a ""geeky kid from Minnesota who likes to draw cartoons.""","1968-10-09",,2,,12890,"nm0230032","Writing","Pete Docter","Bloomington, Minnesota, USA",6.945,"/rrAW10FlcOjqMllSwNBrFjfUT4k.jpg"
false,"[""Bobs Gannaway"",""Bobs Ganaway""]","","1965-06-26",,2,,210053,"nm0304432","Writing","Roberts Gannaway",,2.936,
false,"[]","Peggy Holmes is an American choreographer, dancer, screenwriter, and film director. Her full-length directorial debut was on 2008's The Little Mermaid: Ariel's Beginning, although she had previously directed a segment of the anthology film Mickey's Twice Upon a Christmas. She later directed Secret of the Wings (2012) and The Pirate Fairy (2014) from the Tinker Bell film series. She uses her choreography skills to bringing life to characters; animated in otherwise. Her choreography credits includes: The Country Bears, The Old Broads, I Love Trouble, Hocus Pocus, Newsies, and The Fabulous Baker Boys. Peggy's choreography was also used though television shows, specifically; for the Pilot Episode of Fame L.A. She appeared in the TV show Hocus Pocus 25th Anniversary Halloween Bash. On January 14, 2020, Peggy Holmes was hired to direct the animated film Luck.",,,1,,80672,"nm0391996","Directing","Peggy Holmes",,3.455,"/HK8r5NFRXTd5PAUM0qY92dBvj0.jpg"
false,"[""藤原鉄太郎"",""ゆやまくにひこ"",""湯山邦彦""]","Kunihiko Yuyama ( Yuyama Kunihiko , born October 15, 1952) is a Japanese director of anime films, television, and video series. His best known work is Pokémon. Other anime he has directed include Kimagure Orange Road: Summer's Beginning, Plawres Sanshiro, Wedding Peach, and the adult-oriented Weather Report Girl.

Description above from the Wikipedia article Kunihiko Yuyama, licensed under CC-BY-SA, full list of contributors on Wikipedia .","1952-10-15",,2,,65429,"nm0951197","Directing","Kunihiko Yuyama","Tokyo, Japan",3.662,"/m9TuHUsVZXwacadFyDIZ7BKFkrM.jpg"
false,"[""Moto Sakakibara"",""榊原 幹典""]","",,,2,,21693,"nm1012102","Directing","Motonori Sakakibara","Aichi, Japan",2.956,
false,"[]","Michael Cormac ""Mike"" Newell (born 28 March 1942) is an English director and producer of motion pictures for the screen and for television. After the release of Harry Potter and the Goblet of Fire in 2005, Newell became the third most commercially successful British director in recent years, behind Christopher Nolan and David Yates, as confirmed by the UK Film Council in their 2010 Statistical Yearbook. Newell won the BAFTA Award for Best Direction in 1994 for Four Weddings and a Funeral and the BAFTA Britannia Award for Artistic Excellence in Directing for his career prior to 2005.

Description above from the Wikipedia article Mike Newell (director), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1942-03-28",,2,,10723,"nm0001565","Directing","Mike Newell","St. Albans, Hertfordshire, England, UK ",6.333,"/zeLnvLZtyJaBP1wWceRM7HWkm0E.jpg"
false,"[""Victoria Jenson""]","Victoria ""Vicky"" Jenson (born March 6, 1960) is a film director of both live-action and animated films, and has been said to be ""one of Hollywood's most inspiring female Directors"". She has directed projects for DreamWorks Animation, including Shrek, the first film to win an Academy Award for Best Animated Feature, giving rise to one of Hollywood's largest film franchises.","1960-03-04",,1,,12058,"nm0421776","Directing","Vicky Jenson","Los Angeles, California, USA",7.134,"/dDSlofPZbJxtYBO2f73XjNwcFVT.jpg"
false,"[""John Alan Lasseter""]","John Alan Lasseter is an American film director, producer, screenwriter, animator, voice actor, and the head of animation at Skydance Animation. He was previously the chief creative officer of Pixar Animation Studios, Walt Disney Animation Studios, and Disneytoon Studios, as well as the Principal Creative Advisor for Walt Disney Imagineering.

Lasseter's first job was with The Walt Disney Company, where he became an animator. Next, he joined Lucasfilm, where he worked on the then-groundbreaking use of CGI animation. After Lucasfilm became Pixar in 1986, Lasseter oversaw all of Pixar's films and associated projects as executive producer and he directed Toy Story, A Bug's Life, Toy Story 2, Cars, ""Toy Story 3"" and ""Cars 2"".

He has won two Academy Awards, for Animated Short Film (Tin Toy), as well as a Special Achievement Award (Toy Story).","1957-01-12",,2,,7879,"nm0005124","Production","John Lasseter","Hollywood, California, USA",5.422,"/gAVAZZHBa1v3gTcsWcBUwiHcyA0.jpg"
false,"[]","From Wikipedia, the free encyclopedia

Joshua Cooley (born May 23, 1979) is an American animator, screenwriter, director and voice actor. He is best known for working on the 2015 Pixar animated film Inside Out and directing the short film Riley's First Date? that was included in its home video release. He made his feature film directorial debut in 2019 with Toy Story 4, the fourth installment of the Toy Story franchise, which won him the Academy Award for Best Animated Feature.","1979-05-23",,2,"http://cooleycooley.blogspot.com/",84496,"nm2155757","Writing","Josh Cooley","Los Angeles, California, USA",2.439,"/rw6TQFIv9L5McYtRLyfTjfeeQfS.jpg"
false,"[""Phillip Bradley Bird"",""Baddaxe Bradley Bird"",""Bloody Bradley Bird"",""Брэд Берд"",""แบรด เบิร์ด"",""布拉德·伯德"",""ブラッド・バード"",""브래드 버드"",""براد بيرد""]","Phillip Bradley ""Brad"" Bird (born September 15, 1957) is an American director, voice actor, animator and screenwriter. He is best known for writing and directing Disney/Pixar's The Incredibles (2004) and Ratatouille (2007). He also adapted and directed the critically acclaimed 2D animated 1999 Warner Brothers film The Iron Giant. Reviewing the Ratatouille DVD, Eye Weekly offered this characterization of Bird's work: ""It's very hard to think of another mainstream American director with a comparably fluid visual style or such a vise-grip on storytelling mechanics."" He also directed The Simpsons ' episodes ""Krusty Gets Busted"" and ""Like Father, Like Clown"".

Description above from the Wikipedia article Brad Bird, licensed under CC-BY-SA, full list of contributors on Wikipedia","1957-09-11",,2,,7087,"nm0083348","Directing","Brad Bird","Kalispell, Montana, USA",13.993,"/ZX1hAfWK1zslpB6ifwgDP2uBqn.jpg"
false,"[]","","1969-01-01",,2,,227439,"nm2320658","Directing","Don Hall","Glenwood, Iowa, USA",6.319,"/wT8rqrI65ROqwuJUGEv1A0rLoE0.jpg"
false,"[]","Chris Williams is an American film director, screenwriter and animator at Walt Disney Animation Studios. He is well known for have directing Glago's Guest and Bolt.

Williams previously worked in the story department for Mulan, The Emperor's New Groove, Brother Bear and Bolt in which he later directed replacing Chris Sanders as director.

He is set to direct the upcoming animated feature film, King of the Elves based on the story by Philip K. Dick.  Description above from the Wikipedia article Chris Williams( director ), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1967-11-02",,2,,70238,"nm0930261","Directing","Chris Williams","Missouri, USA",3.896,"/eE2NDdeKN1DC3XuV6L4xuEbVaS.jpg"
false,"[""John Christopher Wedge"",""Christopher Wedge""]","John Christopher ""Chris"" Wedge (born March 20, 1957) is an American film director, best known for the films Ice Age and Robots.

From Wikipedia, the free encyclopedia","1957-03-20",,2,,5713,"nm0917188","Acting","Chris Wedge","Binghamton, New York, USA",9.206,"/bYiy2vcXgJq5XZdZ15uIhBhnBF8.jpg"
false,"[]","Conrad Vernon IV is an American director, storyboard artist, writer, and voice actor who is best known for directing DreamWorks Animation films, including the Shrek franchise (in which he also voiced the Gingerbread Man), the Madagascar franchise and The Penguins of Madagascar spin-off film (in which he also voiced Mason and Rico respectively), and Monsters vs. Aliens (in which he also voiced Insectosaurus). Additionally, he directed the 2016 R-rated animated comedy film, Sausage Party.","1968-07-11",,2,,12080,"nm0970447","Acting","Conrad Vernon","Lubbock, Texas, USA",8.095,"/c7MIz3sy6UPhBh9YnThd7j8ypdl.jpg"
false,"[""Kelly A. Asbury""]","Kelly Adam Asbury (January 15, 1960 – June 26, 2020) was an American animated film director, screenwriter, voice actor, published children's book author/illustrator, and non-fiction author. He was best known for directing animated films, including Shrek 2 and Gnomeo & Juliet.

Description above from the Wikipedia article Kelly Asbury, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1960-01-15","2020-06-26",2,,12079,"nm0038432","Directing","Kelly Asbury","Beaumont, Texas, USA",2.832,"/fzHQFYLc1zVVn3dUjr6pMuKdE0U.jpg"
false,"[]","From Wikipedia, the free encyclopedia.  Andrew Ralph Adamson, MNZM (born 1 December 1966) is a New Zealand film director, producer and screenwriter based mainly in Los Angeles, California, U.S., where he made the blockbuster animation films, Shrek and Shrek 2 for which he received an Academy Award nomination. He was director, executive producer, and scriptwriter for C. S. Lewis' The Lion, the Witch, and the Wardrobe. Shooting took place in New Zealand, primarily in and around Auckland, but also in South Island where much of Peter Jackson's The Lord of the Rings trilogy was filmed. He also worked on the movies Batman Forever and Batman &amp; Robin as a visual effects supervisor.

He was made a Member of the New Zealand Order of Merit in the 2006 Queen's Birthday Honours List.

Description above from the Wikipedia article Andrew Adamson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1966-12-01",,2,,5524,"nm0011470","Production","Andrew Adamson","Auckland, New Zealand",6.902,"/qqIAVKAe5LHRbPyZUlptsqlo4Kb.jpg"
false,"[""제니퍼 리"",""Τζένιφερ Λι"",""Jennifer Michelle Lee"",""Jennifer Michelle Rebecchi""]","Jennifer Michelle Lee (born October 22, 1971) is an American screenwriter, film director, and chief creative officer of Walt Disney Animation Studios. She is best known as the writer and director of Frozen (2013) and its sequel Frozen II (2019), the former of which earned her an Academy Award for Best Animated Feature. Lee is the first female director of a Walt Disney Animation Studios feature film and the first female director of a feature film that earned more than $1 billion in gross box office revenue. She has won one Academy Award, BAFTA Award and Annie Award, and has been nominated for one BAFTA Award and two Annie Awards.","1971-10-22",,1,,1120694,"nm1601644","Writing","Jennifer Lee","Providence, Rhode Island, USA",10.796,"/pjZY7hdneR7FLrAT0mXNR6RrPfy.jpg"
false,"[""크리스 벅""]","Chris Buck is a film director known for directing Tarzan and Surf's Up. He also worked as supervising animator on Home on the Range and Chicken Little.

Buck's other credits at Disney include the 1995 animated feature Pocahontas, where he oversaw the animation of three central characters: Percy, Grandmother Willow and Wiggins. Buck also helped design characters for the 1989 animated blockbuster The Little Mermaid, performed experimental animation for The Rescuers Down Under and Who Framed Roger Rabbit?, and was an animator on The Fox and the Hound.

Buck helped develop several films at Hyperion Pictures and served as a directing animator on the feature Bebe's Kids. He storyboarded director Tim Burton's live-action featurette Frankenweenie and worked with Burton again as directing animator on the Brad Bird-directed ""Family Dog"" episode of Steven Spielberg's Amazing Stories and as director of the subsequent primetime animated series.

Buck's credits include a number of animated commercials (including some with the Keebler Elves) for such Los Angeles-based production entities as FilmFair, Kurtz & Friends, and Duck Soup.

A native of Wichita, Kansas, Buck studied character animation for two years at CalArts, where he also taught from 1988–1993.

It was announced in 2010 that Buck would direct the 2013 animated feature The Snow Queen, but it's unknown if he'll direct it.","1958-02-24",,2,,15774,"nm0118333","Directing","Chris Buck","Wichita, Kansas",3.729,"/ponaYm3Xr1Pki8JVDSIzfA4NkNw.jpg"
false,"[]","​From Wikipedia, the free encyclopedia

John Musker (born November 8, 1953) is an American animation director. Along with Ron Clements, he makes up the duo of one of the Walt Disney Animation Studio's leading director teams.

Description above from the Wikipedia article John Musker, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1953-11-08",,2,,15811,"nm0615780","Writing","John Musker","Chicago, Illinois, USA",7.203,"/vSn1d9JpEpECu9cQbRGTFWZdLhA.jpg"
false,"[]","​From Wikipedia, the free encyclopedia

Ronald Francis ""Ron"" Clements (born April 25, 1953) is an American animation director and producer. He is one half of America's leading contemporary animation team with John Musker.

Description above from the Wikipedia article Ron Clements, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1953-04-25",,2,,15810,"nm0166256","Writing","Ron Clements","Sioux City, Iowa, USA",7.375,"/u9k9yg2EGlDsxYo3ehf35yRUfcD.jpg"
