"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""Bliss"",""Kirby Blanton"",""Kirby Bliss""]","An American actress. She is best known for her role in the 2012 comedy film Project X. The youngest of four children and started her career doing modeling and commercials in nearby Houston. After doing some month-long stunts in Los Angeles, she moved there permanently with her mother. Her first name was given because her parents expected her to be a boy, her middle name Bliss is her mother's maiden name.","1990-10-24",,1,,131771,"nm1926300","Acting","Kirby Bliss Blanton","The Woodlands, Texas, USA",5.653,"/ocjvHecG7af2WxqUbZhWg6o4ZC9.jpg"
false,"[""Daxflame"",""Madison Patrello""]","Madison Patrello, better known online as Daxflame, is an American YouTube Vlogger and actor, who joined YouTube in 2007. some of his known movie credits are 21 Jump Street (2012), Project X (2012), and 22 Jump Street (2014).","1991-11-05",,2,,996700,"nm3967702","Acting","Dax Flame","United States",7.593,"/z4maTsn8UfJ1QSWxA72EpJWZvO4.jpg"
false,"[""Jonathan Brown""]","Jonathan Daniel Brown is an American actor and director. He is the star of Kid Cannabis and got his start with the role of J. B. in Project X. Brown was offered one of the lead roles in the film Project X after a national open casting call. He, Thomas Mann and Oliver Cooper were three unknown actors when cast in the film.

In 2014, he starred in the lead role in the film Kid Cannabis. In 2017, his directorial debut Horseshoe Theory received a jury prize award at the Slamdance Film Festival. Brown was also a member of the leftist pop-culture podcast Struggle Session. On February 19, 2019, it was announced that Brown had decided to leave the show.",,,2,,225695,"nm3967854","Acting","Jonathan Daniel Brown","Tarzana, California, USA",6.967,"/xDsPJNDnrn3N0jelVrxdOchzhoo.jpg"
false,"[]","Oliver Cooper was born on December 2, 1989 in Toledo, Ohio. In 2009, at the age of 19, he moved to Los Angeles to pursue a career as an actor and quickly landed an internship at CONAN. While taking an acting class, a fellow classmate told him that Warner Brothers was looking for fresh young faces to star in the Todd Phillips produced Project X and that Cooper would be perfect. With no representation, Oliver enlisted his friend, a former child star, Shaun Weiss, to help him secure an audition. Judd Apatow, who had worked with Weiss on Heavyweights, put in a call to the casting office. With a head shot taken on a cell phone camera, and against-all-odds, Cooper landed one of the lead roles in his very first audition. His debut performance as Costa earned him two MTV Movie Award nominations for Best Comedic Performance and Best On-Screen Dirtbag.

Following up on the success of Project X, Oliver booked a supporting role in Runner Runner opposite Justin Timberlake and Ben Affleck as well as a season arc on the popular Showtime series Californication as Levon, the illegitimate son of David Duchovny and Heather Graham's characters.

In 2013 Cooper co-wrote and produced Four Dogs with his frequent collaborator Joe Burke who also directed the film. It premiered at the Los Angeles Film Festival to rave reviews and is available to stream on Amazon Prime. Shortly thereafter he developed a pilot for Comedy Central called The King of Chicago, which he co-wrote with Cody Oz and produced alongside Scott Stuber.

Oliver has since gone on to star in many shows and movies highlighted by his role as Wheeler, the stoner with a heart of gold, in the three season Amazon series Red Oaks, produced by Steven Soderbergh and directed by David Gordon Green. In 2018 Cooper appeared in Jason Reitman's The Front Runner alongside Hugh Jackman as young campaign aid Joe Trippi; and as Todd Krizelman, co-founder of the globe.com in Matthew Carnahan's National Geographic mini series Valley Of The Boom. Oliver also made a memorable appearance in season 2 of David Fincher's critically acclaimed Netflix series, Mindhunter, as infamous serial killer David Berkowitz aka The Son of Sam.","1989-01-01",,2,,225694,"nm3967796","Acting","Oliver Cooper","Toledo, Ohio, USA",5.652,"/dZyCpnWaW7gkTWOyhGUgg1xy19y.jpg"
false,"[]","Thomas Randall Mann, Jr. (born September 27, 1991) is an American actor. He is known for his roles in the films Project X (2012), Hansel & Gretel: Witch Hunters (2013), Me and Earl and the Dying Girl (2015), and Kong: Skull Island (2017).","1991-09-27",,2,,1142720,"nm3287038","Acting","Thomas Mann","Portland, Oregon, USA",11.569,"/a0HUkp968fF8tnHtnqcshZvMXMW.jpg"
false,"[""野沢雅子""]","From Wikipedia, the free encyclopedia

Masako Nozawa is a Japanese actress and voice actress from Tokyo. Throughout her life, she has been affiliated with Production Baobab, 81 Produce and self-owned Office Nozawa; she is currently affiliated with Aoni Production. Her late husband, Masaaki Tsukada, was also a voice actor.

As a voice actress, she is best known for the role of Son Goku in the popular anime franchise Dragon Ball, as well as all of Goku's male family relatives (except Raditz) and the villainous Goku Black. She has also voiced Tetsurō Hoshino (Galaxy Express 999) and Kitarō (GeGeGe no Kitarō, first and second series). In addition, she has also voiced two separate characters named ""Hiroshi""; a character in Dokonjō Gaeru, and the characters known in the U.S. as ""Pidge"" and ""Haggar"" in Hyakujūō Golion. She also voiced Doraemon in the 1973 anime, replacing male actor Kōsei Tomita, who voiced the character in the first 26 episodes. In the 1979 anime, she was replaced by Nobuyo Ōyama, however Masako voiced Doraemon again in a 1988 special entitled Early English with Doraemon for unknown reasons.","1936-10-25",,1,,90496,"nm0637586","Acting","Masako Nozawa","Arakawa-ku, Tokyo, Japan",11.9,"/jxbXdejmPoiKnNoQz7Dkb80qC26.jpg"
false,"[""克尔斯滕·邓斯特"",""Кирстен Данст"",""Кірстен Данст"",""克斯汀·鄧斯特"",""เคียร์สเต็น ดันสต์"",""キルスティン・ダンスト"",""커스틴 던스트"",""كيرستين دانست"",""Κίρστεν Κάρολαϊν Ντανστ"",""Κίρστεν Ντανστ""]","Kirsten Caroline Dunst (born April 30, 1982) is an American actress. She has received various accolades, including a Cannes Film Festival Award for Best Actress, in addition to nominations for an Academy Award, a Primetime Emmy Award, and four Golden Globe Awards. She made her acting debut in the short Oedipus Wrecks directed by Woody Allen in the anthology film New York Stories (1989). She then gained recognition for her role as child vampiress Claudia in the horror film Interview with the Vampire (1994), which earned her a Golden Globe nomination for Best Supporting Actress. She also had roles in her youth in Little Women (1994) and the fantasy films Jumanji (1995) and Small Soldiers (1998).

In the late 1990s, Dunst transitioned to leading roles in a number of teen films, including the political satire Dick (1999) and the Sofia Coppola-directed drama The Virgin Suicides (1999). In 2000, she starred in the lead role in the cheerleading film Bring It On, which has become a cult classic. She gained further wide attention for her role as Mary Jane Watson in Sam Raimi's Spider-Man (2002) and its sequels Spider-Man 2 (2004) and Spider-Man 3 (2007). Her career progressed with a supporting role in Eternal Sunshine of the Spotless Mind (2004), followed by a lead role in Cameron Crowe's tragicomedy Elizabethtown (2005), and as the title character in Coppola's Marie Antoinette (2006).

In 2011, Dunst starred as a depressed newlywed in Lars von Trier's science fiction drama Melancholia, which earned her the Cannes Film Festival Award for Best Actress. In 2015, she played Peggy Blumquist in the second season of the FX series Fargo, which earned Dunst a Primetime Emmy Award nomination. She then had a supporting role in the film Hidden Figures (2016) and leading roles in The Beguiled (2017), and the black comedy series On Becoming a God in Central Florida (2019), for which she received a third Golden Globe nomination. She earned nominations for her fourth Golden Globe and first Academy Award nomination for her performance in the psychological drama The Power of the Dog (2021).","1982-04-30",,1,,205,"nm0000379","Acting","Kirsten Dunst","Point Pleasant, New Jersey, USA",27.251,"/sFYHUU1gWd57pttD8732tkBsXV5.jpg"
false,"[""Кевин Костнер"",""Κέβιν Κόστνερ""]","Kevin Michael Costner (born January 18, 1955) is an American actor and filmmaker. He has received two Academy Awards, two Golden Globe Awards, a Primetime Emmy Award, and two Screen Actors Guild Awards.

Costner starred in Fandango, American Flyers, Silverado and many other films. He rose to prominence with his starring roles in The Untouchables and No Way Out (1987). He then starred in Bull Durham (1988), Field of Dreams (1989), Dances with Wolves (1990), for which he won two Academy Awards, JFK (1991), Robin Hood: Prince of Thieves (1991), The Bodyguard (1992), A Perfect World (1993), and Wyatt Earp (1994). In 1995, Costner starred in and co-produced Waterworld. His second directorial feature, The Postman, was released in 1997. He later starred in Message in a Bottle (1999), For Love of the Game (1999), Thirteen Days (2000), 3000 Miles to Graceland (2001), Dragonfly (2002), Rumor Has It (2005), The Guardian (2006), Mr. Brooks (2007), 3 Days to Kill (2014), McFarland, USA (2015), Draft Day (2014), and Criminal (2016). He has also played supporting parts in such films as The Upside of Anger (2005), Man of Steel (2013), Hidden Figures (2016), Molly's Game (2017), and Let Him Go (2020).

On television, Costner portrayed Devil Anse Hatfield in the miniseries Hatfields & McCoys (2012), winning the Primetime Emmy Award for Outstanding Lead Actor in a Limited Series or Movie. Since 2018, he has starred as John Dutton on the drama series Yellowstone for which he received a Screen Actors Guild Award nomination.","1955-01-18",,2,"http://www.kevincostner.com",1269,"nm0000126","Acting","Kevin Costner"," Lynwood, California, USA",17.243,"/bykmxJHLfbFM3NT05RZXhx8YTzF.jpg"
false,"[""자넬 모네"",""Janelle Monáe Robinson"",""저넬 모네이""]","Janelle Monáe Robinson (born December 1, 1985) is an American singer, songwriter, rapper, record producer, actor, and model from Kansas City, Kansas. She began her musical career in 2003, and released her debut album 'The ArchAndroid' in 2010 which was met with critical acclaim and gained her international recognition. Monáe made her live action acting film debut in the Academy Award winning 2016 film 'Moonlight'. The same year she starred in the biographical drama film 'Hidden Figures' alongside Taraji P. Henson and Octavia Spencer. For her musical work, Monáe has earned eight Grammy Award nominations.","1985-12-01",,1,"http://www.jmonae.com/",1005852,"nm1847117","Acting","Janelle Monáe","Kansas City, Kansas, USA",3.736,"/xavjGiGltQEDWqNdbe0zd1lO0UR.jpg"
false,"[""Octavia L. Spencer"",""Octavia Spenser"",""Октавія Спенсер"",""Октавія Ленора Спенсер"",""Οκτάβια Σπένσερ"",""Октавия Спенсер"",""옥타비아 스펜서"",""Octavia Lenora Spencer""]","Octavia Lenora Spencer is an American actress, author, and producer. She is the recipient of several accolades, including an Academy Award, a British Academy Film Award, a Golden Globe Award, and three Screen Actors Guild Awards. She is one of two black actresses to have received three Academy Award nominations, the first black actress to receive two consecutive Academy Award nominations in back-to-back years, and the first black actress to receive an Academy Award nomination after previously winning.","1972-05-25",,1,,6944,"nm0818055","Acting","Octavia Spencer","Montgomery, Alabama, USA",9.682,"/35SOy4yQZ9xRSJ0q1L5RLhXfhqN.jpg"
false,"[""Taraji Penda Henson"",""Taraji Henson"",""타라지 P. 헨슨""]","Taraji P. Henson (born September 11, 1970) is an American actress, producer and singer. She studied acting at Howard University and began her Hollywood career as guest star on several television shows before making her breakthrough in the movie Baby Boy (2001). In 2005, she starred in Hustle &amp; Flow and played Queenie in David Fincher's The Curious Case of Benjamin Button (2008), for which she received an Academy Award nomination.

In 2016, Time named Henson one of the 100 most influential people in the world on the annual Time 100 list. Henson also released an autobiography titled Around The Way Girl.","1970-09-11",,1,,40036,"nm0378245","Acting","Taraji P. Henson","Washington, District of Columbia, USA",8.778,"/rxnEvzGlRBsE94s7lC4cMAiLluH.jpg"
false,"[""루크 브레이시""]","An Australian actor, best known for his role on Home and Away as Trey Palmer. He also appeared in the 2011 film Monte Carlo, and as Aaron on Dance Academy.  In 2013 Luke played Cobra Commander in G.I. Joe: Retaliation replacing Joseph Gordon-Levitt from the first film. In March 2013, Bracey signed on for the male lead role in the ABC drama pilot Westside produced by McG and developed by Ilene Chaiken. He starred in the 2014 films The November Man and The Best of Me.","1989-04-26",,2,"http://www.morrissey.com.au/portfolio_page/luke-bracey/",972356,"nm3478396","Acting","Luke Bracey","Sydney - Australia",15.958,"/ot2h7IrXpC8XSnIZDSVsj2FQ5cx.jpg"
false,"[""테레사 팔머"",""Teresa Mary Palmer"",""Τερέζα Πάλμερ"",""泰莉莎·帕尔墨"",""Τερέζα Μαίρη Πάλμερ""]","An Australian actress, writer, producer and model who made her film debut in the suicide drama 2:37. She starred in the 2013 film Warm Bodies as a young woman who falls in love with a zombie, and as Rebecca in the 2016 horror film Lights Out. She has further appeared in films such as December Boys, The Sorcerer's Apprentice, I Am Number Four, Take Me Home Tonight, Love and Honor, The Ever After (which she co-wrote and co-produced with her husband, Mark Webber), Kill Me Three Times, the 2015 remake of Point Break, Triple 9, The Choice, and the Mel Gibson-directed war film Hacksaw Ridge.","1986-02-26",,1,,20374,"nm1954240","Acting","Teresa Palmer","Adelaide, South Australia, Australia",29.23,"/sjSiLSCp9LS1Z0nyGpmquTBuUyr.jpg"
false,"[""Винс Вон"",""فينس فون"",""빈스 본"",""ヴィンス・ヴォーン"",""วินซ์ วอห์น"",""文斯·沃恩"",""Вінс Вон"",""Vincent Anthony \""Vince\"" Vaughn"",""Βινς Βον""]","An American film actor, screenwriter, producer and comedian. He began acting in the late 1980s, appearing in minor television roles before experiencing wider recognition with the 1996 movie, Swingers. He has since appeared in a number of films, mostly comedies, including The Lost World: Jurassic Park, Old School, Starsky & Hutch, Dodgeball: A True Underdog Story, Couples Retreat, Mr. & Mrs. Smith, and Wedding Crashers.","1970-03-28",,2,"http://vvaughn.com",4937,"nm0000681","Acting","Vince Vaughn","Minneapolis, Minnesota, USA",23.22,"/w93uYyaTUjddFo9uNKsU9nf7HOH.jpg"
false,"[""Samuel Henry John \""Sam\"" Worthington"",""Σαμ Γουόρθινγκτον"",""샘 워싱턴"",""სემ უორთინგტონი""]","An Australian actor, best known for the portrayals of Jake Sully in Avatar, Marcus Wright in Terminator Salvation and Perseus in Clash of the Titans and its sequel, Wrath of the Titans, and Alex Mason in the video game Call of Duty: Black Ops and its sequel Call of Duty: Black Ops II. In 2004, Worthington received Australia's highest film award for his lead performance in Somersault. He performed predominantly in leading roles in a variety of low-budget films before moving to major studio films, ranging from romantic drama and comedy-drama to science fiction and action.

Description above from the Wikipedia article Sam Worthington, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1976-08-02",,2,,65731,"nm0941777","Acting","Sam Worthington","Godalming, Surrey, England, UK",30.666,"/blKKsHlJIL9PmUQZB8f3YmMBW5Y.jpg"
false,"[""ენდრიუ გარფილდი"",""Andrew Russell Garfield"",""安德鲁·加菲尔德"",""앤드류 가필드"",""アンドリュー・ガーフィールド"",""اندرو جارفيلد"",""แอนดรูว์ การ์ฟิลด์"",""安德魯·加菲爾德""]","Andrew Russell Garfield (born 20 August 1983) is an English and American actor. An alumnus of the Royal Central School of Speech and Drama, he has received various accolades, including a Tony Award, a British Academy Television Award, and a Golden Globe Award, in addition to nominations for two Academy Awards, a Laurence Olivier Award, and three British Academy Film Awards.

Born in Los Angeles and raised in Epsom, England, Garfield began his career on the UK stage and in television productions. He made his feature-film debut in the 2007 ensemble drama Lions for Lambs. Also that year, his performance in the television film Boy A earned him the British Academy Television Award for Best Actor. He came to international attention in 2010 with supporting roles in the drama The Social Network, for which he received nominations for a BAFTA Award and a Golden Globe Award for portraying Eduardo Saverin, and the science-fiction romance Never Let Me Go, for which he won a British Independent Film Award. Garfield subsequently gained wider recognition for playing Spider-Man in the superhero film The Amazing Spider-Man (2012) and its 2014 sequel. In 2016, Garfield starred in Mel Gibson's war film Hacksaw Ridge and Martin Scorsese's religious epic Silence. His portrayal of Desmond T. Doss in the former earned him nominations for an Academy Award, BAFTA Award, Screen Actors Guild Award, and Golden Globe Award, all for Best Actor. In 2021, he portrayed Jonathan Larson in the musical Tick, Tick... Boom! and reprised his role as Spider-Man in Spider-Man: No Way Home. The former earned Garfield his first Golden Globe Award and second Academy Award nomination.

On stage, Garfield has played Biff in a 2012 Broadway revival of Arthur Miller's play Death of a Salesman starring alongside Philip Seymour Hoffman and directed by Mike Nichols. His performance earned him his first nomination for a 2012 Tony Award for Best Actor in a Featured Role in a Play. In 2017, Garfield starred as Prior Walter in a production of Angels in America at the Royal National Theatre in London, a role for which he was nominated for a Laurence Olivier Award for Best Actor in a Leading Role in a Play. In 2018, he reprised the role on Broadway at the Neil Simon Theatre, for which he received a Tony Award for Best Actor in a Leading Role in a Play in the same year.","1983-08-20",,2,,37625,"nm1940449","Acting","Andrew Garfield","Los Angeles, California, USA",55.71,"/beO5YvbTjrr5yy8hW26KVDMSr35.jpg"
false,"[""रेखा""]","Bhanurekha Ganesan (born 10 October 1954), better known by her stage name Rekha, is an Indian actress who appears predominantly in Hindi films. Acknowledged as one of the finest actresses in Indian cinema, she has starred in more than 180 films and is the recipient of several accolades, including one National Film Award and three Filmfare Awards. She has often played strong and complicated female characters—from fictional to literary—in both mainstream and independent films. Though her career has gone through certain periods of decline, Rekha has gained a reputation for reinventing herself numerous times and has been credited for her ability to sustain her status. In 2010, the Government of India honored her with Padma Shri, India's fourth-highest civilian honor.","1954-10-10",,1,,109621,"nm0004334","Acting","Rekha","Chennai, Tamil Nadu, India",4.827,"/6Ewl0EYECDfwArTWVnINpRqEw9P.jpg"
false,"[""Naveen William Sidney Andrews"",""나빈 앤드류스""]","Naveen Andrews (born January 17, 1969) is a British actor. He is best known for The English Patient and Lost.","1969-01-17",,2,,5471,"nm0004710","Acting","Naveen Andrews","London, England, UK",11.912,"/tVAQ4dP9rRosjHZBLNVlfAGVE66.jpg"
false,"[]","","1967-05-16",,2,,178622,"nm0863130","Acting","Ramon Tikaram",,1.512,"/wtBLiI8tzeqPLMB9uswkyFhChva.jpg"
false,"[]","Sarita Catherine Louise Choudhury (born 18 August 1966) is an English actress.","1966-08-18",,1,,20275,"nm0002004","Acting","Sarita Choudhury","Blackheath, London, England, UK",18.006,"/pABEOxQAns54tHpxN2w73b7SiPB.jpg"
false,"[""Indria Varma""]","Indira Anne Varma is an English stage and screen actress. She was a member of Musical Youth Theatre Company and graduated from the Royal Academy of Dramatic Art (RADA) in London, in 1995. Her film debut and first major role was in Kama Sutra: A Tale of Love. She has gone on to appear in the television series The Canterbury Tales, Rome, Luther, Human Target, and Game of Thrones (as Ellaria Sand).","1973-09-27",,1,,30430,"nm0890055","Acting","Indira Varma","Bath, Somerset, England, UK",21.086,"/pAdniIOfMrI3RBJPp2FOF3yUZNn.jpg"
false,"[]","","1931-04-02",,2,,228056,"nm0579202","Acting","Mauro Mendonça","Ubá, Minas Gerais, Brazil",0.766,"/vBnaG6uQ4L0krA8Ea1rd9u0UaDe.jpg"
false,"[""Maria da Graça Meneghel"",""Xuxa Meneghel""]","Maria da Graça Xuxa Meneghel is a Brazilian television host, film actress, singer, model, and businesswoman. Her various shows have been broadcast in Portuguese, English, and Spanish worldwide, and her films are among the top earning Brazilian releases of all time, including the record-breaking box office hit ""Lua de Cristal"" (1990). As a singer, she is a two-time winner of the Latin Grammy Award for Best Children's Album, and her 1988 album ""Xou da Xuxa 3"" is listed in the Guiness Book of World Records as the best-selling children's album of all time.  She is also known for her epithet, the ""Queen of Children"".","1963-03-27",,1,"http://www.xuxa.com/",213256,"nm0579430","Acting","Xuxa","Santa Rosa, Rio Grande do Sul, Brazil",6.824,"/9LQfWsfQxmXs12dNQBxm7CDy8lk.jpg"
false,"[""Iris Bruzzi"",""Íris Maria Brüzzi de Medeiros""]","Íris Bruzzi is a Brazilian film and television actress.","1935-02-16",,1,,1443652,"nm0116873","Acting","Íris Bruzzi","Rio de Janeiro, Rio de Janeiro, Brazil",1.16,"/qYbujN9lfyjitJvyna3iPyEQqpH.jpg"
false,"[]","","1951-11-27",,1,,213255,"nm0279152","Acting","Vera Fischer","Blumenau, Santa Catarina, Brazil",6.896,"/jxP5XAytCbNDpgau34kSY9Ijkkk.jpg"
false,"[""Tarcísio Pereira de Magalhães Sobrinho""]","","1935-10-05","2021-08-12",2,,145275,"nm0576967","Acting","Tarcísio Meira","São Paulo, São Paulo, Brazil",0.828,"/hs4nouhf9ugZmh28qJDLVvYMjlr.jpg"
false,"[""مارك سترونج"",""마크 스트롱"",""マーク・ストロング"",""馬克·史壯"",""Марк Стронг"",""Marco Giuseppe Salussolia""]","Mark Strong (born Marco Giuseppe Salussolia; 5 August 1963) is a British actor. He is best known for his film roles such as Prince Septimus in Stardust (2007), Archibald in RocknRolla (2008), Lord Henry Blackwood in Sherlock Holmes (2009), Frank D'Amico in Kick-Ass (2010), Jim Prideaux in Tinker Tailor Soldier Spy (2011), Sinestro in Green Lantern (2011), George in Zero Dark Thirty (2012), Major General Stewart Menzies in The Imitation Game (2014), Merlin in Kingsman: The Secret Service (2014) and Kingsman: The Golden Circle (2017), Dr. Thaddeus Sivana in Shazam! (2019), and John in Cruella (2021).

Description above from the Wikipedia article Mark Strong, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1963-08-05",,2,"http://markstrong.co.uk",2983,"nm0835016","Acting","Mark Strong","London, England, UK",47.204,"/3cNmatYsoifytg7TfQhI1EHow3v.jpg"
false,"[""William McChord Hurt"",""William M. Hurt"",""Γουίλιαμ Χερτ"",""윌리엄 허트""]","William Hurt (March 20, 1950 – March 13, 2022) was an American stage, film and television actor, trained at the Juilliard School, Manhattan, New York, USA. For his leading role in the feature film ""Kiss of the Spider Woman"", he received an Academy Award in 1986, followed by 3 more nominations for roles in the movies ""Children of a Lesser God"", ""Broadcast News"", and ""A History of Violence"".","1950-03-20","2022-03-13",2,,227,"nm0000458","Acting","William Hurt","Washington, District of Columbia, USA",24.083,"/j3mjmuHLBW4XQSw53C8Sh0Lh3ZQ.jpg"
false,"[""Max Carl Adolf von Sydow"",""Max Von Sydow""]","Max von Sydow (10 April 1929 – 8 March 2020) was a Swedish actor. He also held French citizenship since 2002. He starred in many films and had supporting roles in dozens more. He performed in films filmed in many languages, including Swedish, Norwegian, English, Italian, German, Danish, French and Spanish.

Some of his most memorable film roles include knight Antonius Block in Ingmar Bergman's The Seventh Seal (the first of his eleven films with Bergman and the film that includes the iconic shot of his career in the scene where he plays chess with Death), Jesus in George Stevens's The Greatest Story Ever Told, Father Merrin in Friedkin's The Exorcist, Joubert the assassin in Three Days of the Condor, and Ming the Merciless in the 1980 version of Flash Gordon.

He was twice nominated for the Academy Award - Best Leading Actor for Pelle the Conqueror (1988) and Best Supporting Actor for Extremely Loud and Incredibly Close (2011).","1929-04-10","2020-03-08",2,,2201,"nm0001884","Acting","Max von Sydow","Lund, Skåne län, Sweden",11.325,"/aUFBsGCN6qpcjsF14LccMzE5ye7.jpg"
false,"[""كيت بلانشيت"",""Кейт Бланшетт"",""凯特·布兰切特"",""เคต บลานเชตต์"",""ケイト・ブランシェット"",""케이트 블란쳇"",""Catherine Élise \""Cate\"" Blanchett"",""Catherine Élise Blanchett"",""Catherine Elise Blanchett"",""Κέιτ Μπλάνσετ""]","Catherine Elise Blanchett (born 14 May 1969) is an Australian actor and producer. Regarded as one of the best actresses of her generation, she is known for her versatile work across independent films, blockbusters, and the stage. Blanchett is the recipient of numerous accolades, including two Academy Awards, three British Academy Film Awards, three Screen Actors Guild Awards, and three Golden Globe Awards.

After graduating from the National Institute of Dramatic Art, Blanchett began her acting career on the Australian stage, taking on roles in Electra in 1992 and Hamlet in 1994. She came to international attention as Elizabeth I in the drama film Elizabeth (1998), for which she won the Golden Globe and BAFTA Award for Best Actress, and received her first of seven Academy Award nominations. Her portrayal of Katharine Hepburn in Martin Scorsese's The Aviator (2004) won her the Academy Award for Best Supporting Actress. She later won the Academy Award for Best Actress for playing a neurotic former socialite in Woody Allen's comedy-drama Blue Jasmine (2013). Blanchett's other Oscar-nominated roles include Notes on a Scandal (2006), I'm Not There (2007), Elizabeth: The Golden Age (2007), and Carol (2015). Her highest-grossing films include The Lord of the Rings (2001–2003) and The Hobbit (2012–2014) trilogies, The Curious Case of Benjamin Button (2008), Indiana Jones and the Kingdom of the Crystal Skull (2008), Cinderella (2015), Thor: Ragnarok (2017), and Ocean's 8 (2018).

Blanchett has performed in over 20 theatre productions. From 2008 to 2013, she and her husband, Andrew Upton, were the artistic directors of the Sydney Theatre Company. Some of her stage roles during that period were in revivals of A Streetcar Named Desire, Uncle Vanya and The Maids, garnering several theatre awards and nominations. She made her Broadway debut in 2017 in The Present, for which she received a Tony Award for Best Actress in a Play nomination. Blanchett has also received Emmy Award nominations for Outstanding Lead Actress in a Limited Series or Movie and Outstanding Limited Series as producer for the FX/Hulu historical drama miniseries Mrs. America (2020).","1969-05-14",,1,,112,"nm0000949","Acting","Cate Blanchett","Melbourne, Victoria, Australia",18.696,"/vUuEHiAR0eD3XEJhg2DWIjymUAA.jpg"
false,"[""Рассел Кроу"",""러셀 크로우"",""Russell Ira Crowe"",""ラッセル・クロウ"",""รัสเซล โครว์"",""羅素·高爾"",""رسل كرو"",""Ράσελ Κρόου""]","Russell Ira Crowe (born 7 April 1964) is an actor, director, musician, and singer. He was born in New Zealand, spent 10 years of his childhood in Australia, and moved there permanently at age 21. He came to international attention for his role as Roman General Maximus Decimus Meridius in the epic historical film Gladiator (2000), for which he won an Academy Award, Broadcast Film Critics Association Award, Empire Award, and London Film Critics Circle Award for Best Leading Actor, along with 10 other nominations in the same category.

Crowe's other award-winning performances include tobacco firm whistle-blower Jeffrey Wigand in the drama film The Insider (1999) and John F. Nash in the biopic A Beautiful Mind (2001). He has also starred in films such as the drama Romper Stomper (1992), the mystery-detective thriller L.A. Confidential (1997), the epic war film Master and Commander: The Far Side of the World (2003), the boxing drama Cinderella Man (2005), the Western 3:10 to Yuma (2007), the crime drama American Gangster (2007), the thriller-drama State of Play (2009), and Robin Hood (2010).

Crowe later starred in the musical drama Les Misérables (2012), as Jor-El in the superhero epic Man of Steel (2013), the biblical fantasy drama Noah (2014), and the action comedy The Nice Guys (2016). In 2014, he made his directorial debut with the drama The Water Diviner, in which he also starred. He has earned several accolades, including a star on the Hollywood Walk of Fame, two Golden Globe Awards, one BAFTA, and one Academy Award out of three consecutive nominations (1999, 2000, and 2001). He has been the co-owner of the National Rugby League (NRL) team South Sydney Rabbitohs since 2006.","1964-04-07",,2,,934,"nm0000128","Acting","Russell Crowe","Wellington, New Zealand",32.768,"/mGTtPuwE8OR00tkJGmVLJmt8KpW.jpg"
false,"[""Antonio Monroi ""]","",,,2,,62477,"nm0598590","Acting","Antonio Monroy",,3.578,"/kV2DMkExJ26SCTap134DTqXwv8c.jpg"
false,"[]","Iazua Larios is a Mexican film and television dancer and actress, best known for projects such as Apocalypto (2006), El César (2018), Sitiados: México (2019) and Sundown (2022).","1985-08-20",,1,,42009,"nm2460292","Acting","Iazua Larios","Tampico, Tamaulipas, Mexico",8.607,"/7xneMbsqSVqPq2NFMpkpAAZr6SG.jpg"
false,"[]","An actor and producer, known for Apocalypto (2006), Sin Nombre (2009) and Man on Fire (2004).","1970-01-01",,2,,17689,"nm0850162","Acting","Gerardo Taracena","Mexico City, Mexico",7.257,"/wvqDQf71ezlA36ZzhWe1D7cKLLS.jpg"
false,"[""Raoul Trujillo"",""라오울 막스 트루히요""]","Raoul Trujillo is an American actor, dancer, and choreographer. A former soloist with the Nikolais Dance Theatre, he is the original choreographer and co-director for the American Indian Dance Theatre. He is the host for a series of dancing programs. Trujillo's career spans more than 30 years in film and theatre.  He is perhaps best known for playing Zero Wolf, the Mayan villain in Apocalypto (2006), directed by Mel Gibson, and for playing the Iroquois chief Kiotseaton in the film Black Robe.","1955-05-08",,2,"http://ggagency.ca/trujillo/",17688,"nm0874232","Acting","Raoul Max Trujillo","New Mexico, USA",9.81,"/dIfHIt1pgnYW9oCksc0DdoY5Mt5.jpg"
false,"[]","Native American, of Comanche, Cree and Yaqui descent. Native name is Tee-Dee-Nae. Previously worked at construction jobs. Was selected from a general casting call to play the leading role of Jaguar Paw in the film Apocalypto (2006) by director Mel Gibson. Learned the Yucatec Maya language for his role in Apocalypto (2006). A Native dancer who has performed with the American Indian Dance Theater.","1982-09-21",,2,,17678,"nm2199632","Acting","Rudy Youngblood","Belton, Texas, USA",15.023,"/64HlxkHjgZ8oBxyosonWnSw2e9k.jpg"
